This file was created by CMPT_ME_BRKPTS using the 202111 CRSP database.  It contains every 5th NYSE ME percentile (divided by 1000000).
192612,  525,      0.96,      2.05,      2.88,      4.07,      5.28,      7.06,      8.40,     10.37,     12.38,     14.38,     17.31,     20.23,     26.56,     33.56,     49.83,     62.08,     84.38,    145.23,    244.90,   1595.12
192701,  528,      1.02,      2.12,      3.10,      4.27,      5.69,      7.14,      8.92,     10.62,     12.86,     14.94,     17.73,     20.87,     27.17,     33.64,     49.24,     60.08,     85.31,    143.22,    238.15,   1628.38
192702,  531,      1.09,      2.18,      3.54,      4.41,      6.19,      7.85,      9.66,     11.11,     13.32,     15.85,     19.10,     21.83,     28.00,     37.65,     50.79,     62.95,     90.50,    145.00,    238.38,   1690.91
192703,  532,      0.94,      1.91,      2.89,      4.28,      6.06,      7.50,      8.74,     10.65,     12.70,     15.14,     18.50,     21.64,     27.60,     35.34,     49.98,     62.77,     93.37,    144.50,    244.01,   1768.07
192704,  534,      0.96,      2.00,      3.04,      4.31,      5.96,      7.50,      8.75,     10.46,     12.60,     14.70,     19.00,     21.50,     26.91,     36.06,     49.95,     62.74,     90.42,    149.27,    245.00,   1729.49
192705,  539,      1.01,      2.00,      3.15,      4.73,      6.17,      8.00,      9.05,     11.09,     13.10,     15.40,     18.87,     23.20,     29.54,     39.24,     50.74,     67.38,     93.82,    154.30,    265.58,   1841.78
192706,  547,      0.95,      1.95,      3.05,      4.55,      6.19,      7.40,      9.17,     10.82,     12.96,     14.66,     18.78,     22.80,     29.15,     37.23,     48.19,     65.28,     88.50,    147.92,    258.83,   1774.64
192707,  543,      1.06,      2.06,      3.38,      4.69,      6.51,      7.91,      9.66,     11.25,     13.35,     15.12,     19.80,     23.58,     30.58,     38.33,     52.38,     69.36,     95.40,    160.56,    271.74,   1925.16
192708,  547,      1.01,      2.10,      3.14,      4.68,      6.49,      7.59,      9.75,     11.29,     13.00,     15.13,     19.84,     24.99,     30.06,     39.15,     53.92,     71.59,     96.33,    158.40,    279.00,   2140.20
192709,  562,      0.94,      2.20,      3.23,      4.76,      6.72,      7.85,      9.69,     11.90,     13.87,     16.32,     21.30,     26.19,     33.16,     41.68,     58.40,     77.36,    105.03,    163.45,    285.19,   2314.20
192710,  565,      0.95,      2.02,      3.13,      4.55,      6.16,      7.66,      9.74,     11.20,     13.10,     16.24,     19.57,     24.87,     31.50,     41.76,     56.94,     72.88,     97.68,    159.29,    293.74,   2231.55
192711,  565,      1.25,      2.36,      3.64,      4.98,      6.78,      8.20,     10.42,     12.14,     14.17,     17.01,     21.00,     27.41,     34.83,     44.00,     58.27,     76.09,    103.75,    166.72,    308.25,   2257.65
192712,  571,      1.27,      2.35,      3.68,      5.15,      7.15,      8.33,     10.76,     12.66,     15.26,     18.84,     23.19,     29.78,     36.06,     45.15,     60.05,     81.09,    111.33,    174.57,    281.47,   2401.20
192801,  575,      1.33,      2.48,      4.04,      5.42,      7.26,      9.07,     10.66,     12.87,     15.11,     18.13,     23.31,     28.73,     37.18,     44.62,     60.70,     79.40,    107.14,    170.53,    273.72,   2335.95
192802,  571,      1.29,      2.53,      3.84,      5.12,      6.95,      8.63,     10.31,     12.60,     14.82,     17.96,     23.36,     28.41,     36.02,     43.09,     58.79,     78.49,    105.15,    168.74,    273.88,   2381.62
192803,  569,      1.24,      2.51,      4.11,      5.76,      7.44,      9.25,     11.41,     13.50,     15.90,     20.02,     25.50,     29.63,     37.70,     48.59,     62.81,     79.61,    121.17,    186.58,    293.71,   3253.80
192804,  567,      1.44,      2.94,      4.36,      6.11,      7.70,      9.75,     11.71,     14.26,     17.12,     20.90,     26.73,     32.28,     38.61,     50.82,     65.68,     85.93,    126.60,    187.64,    300.46,   3292.95
192805,  576,      1.60,      3.21,      4.70,      5.96,      7.96,      9.80,     11.80,     14.51,     16.75,     21.11,     26.34,     31.81,     37.82,     49.66,     65.99,     86.78,    127.74,    188.53,    297.93,   3358.20
192806,  570,      1.53,      2.81,      4.32,      5.33,      7.10,      9.01,     10.90,     13.69,     16.43,     19.93,     24.75,     29.65,     36.40,     45.90,     62.29,     83.61,    124.33,    185.22,    293.40,   3306.00
192807,  579,      1.46,      2.90,      4.28,      5.46,      6.90,      8.48,     10.74,     13.61,     16.23,     20.36,     24.60,     29.50,     36.04,     46.80,     62.09,     83.80,    123.38,    190.07,    293.12,   3347.32
192808,  583,      1.42,      2.90,      4.47,      5.80,      7.19,      9.23,     11.51,     14.44,     17.46,     21.59,     26.59,     31.79,     40.26,     52.15,     66.39,     86.22,    131.09,    189.60,    322.62,   3536.55
192809,  590,      1.63,      2.89,      4.42,      6.22,      7.50,      9.38,     12.32,     14.98,     18.30,     22.80,     28.05,     32.74,     42.83,     54.00,     69.53,     91.41,    131.18,    192.19,    321.67,   3769.27
192810,  594,      1.77,      3.08,      4.73,      6.30,      7.93,      9.78,     12.92,     15.57,     18.22,     22.40,     28.24,     33.44,     41.87,     52.52,     70.07,     92.00,    132.62,    197.18,    332.92,   3806.25
192811,  601,      2.03,      3.13,      5.37,      6.91,      8.69,     10.66,     14.19,     17.26,     19.80,     24.89,     30.01,     38.19,     45.86,     56.78,     76.04,    101.83,    139.54,    205.16,    386.37,   3680.10
192812,  606,      1.94,      3.30,      5.20,      6.94,      8.92,     11.03,     13.70,     17.30,     21.81,     26.06,     31.15,     39.38,     45.53,     60.80,     83.62,    108.26,    146.72,    220.20,    414.38,   3545.25
192901,  611,      1.85,      3.20,      5.26,      7.03,      8.91,     11.08,     13.48,     17.80,     22.11,     26.85,     31.80,     40.36,     47.30,     63.98,     83.40,    113.35,    154.57,    226.80,    423.94,   3637.69
192902,  615,      1.86,      3.36,      5.25,      6.93,      9.00,     11.58,     14.10,     18.25,     23.00,     27.69,     32.58,     39.38,     47.54,     64.09,     82.31,    112.06,    150.69,    235.63,    446.09,   3643.12
192903,  616,      1.94,      3.13,      5.06,      6.48,      8.70,     11.44,     14.03,     17.25,     21.83,     25.86,     31.15,     38.26,     46.75,     60.92,     83.07,    109.38,    151.02,    226.61,    430.78,   3697.50
192904,  636,      1.77,      3.11,      5.11,      6.64,      8.52,     11.73,     14.04,     17.40,     21.95,     26.03,     31.41,     37.41,     48.32,     62.28,     81.13,    109.55,    146.00,    236.67,    418.11,   3675.75
192905,  644,      1.49,      2.67,      4.36,      5.83,      7.77,     10.76,     12.89,     15.21,     19.64,     23.78,     28.39,     35.83,     44.24,     55.65,     77.34,    103.66,    139.17,    226.93,    403.42,   3045.00
192906,  646,      1.40,      2.82,      4.71,      5.99,      8.35,     10.94,     13.50,     15.70,     21.41,     25.38,     30.14,     36.56,     46.81,     59.47,     83.76,    110.90,    155.18,    240.98,    403.14,   3262.50
192907,  661,      1.50,      3.01,      4.59,      6.33,      8.53,     11.60,     13.65,     15.83,     21.51,     25.80,     30.50,     36.60,     45.42,     62.34,     82.68,    110.74,    159.75,    243.00,    423.00,   3516.82
192908,  667,      1.38,      2.96,      4.50,      6.61,      8.64,     11.80,     14.00,     16.74,     21.95,     26.39,     31.65,     37.84,     45.82,     66.15,     88.06,    120.00,    183.83,    275.90,    470.73,   3926.02
192909,  680,      1.26,      2.68,      4.14,      6.02,      8.14,     10.60,     13.09,     15.90,     19.94,     24.58,     30.75,     36.18,     42.97,     57.61,     80.61,    115.62,    167.17,    266.44,    476.25,   3860.29
192910,  666,      0.96,      1.95,      3.06,      4.78,      6.44,      8.38,     10.62,     12.21,     15.72,     20.50,     24.57,     29.74,     34.50,     50.44,     70.75,     91.09,    139.39,    221.93,    401.06,   3244.02
192911,  684,      0.85,      1.60,      2.56,      4.00,      5.39,      7.00,      8.70,     10.63,     12.41,     15.65,     20.46,     23.97,     30.19,     40.56,     57.75,     76.21,    121.62,    189.44,    348.90,   2946.50
192912,  690,      0.73,      1.58,      2.33,      3.72,      5.20,      6.65,      8.14,     10.22,     12.43,     15.64,     20.55,     24.08,     30.68,     40.29,     58.65,     79.00,    125.30,    193.68,    354.92,   2939.89
193001,  696,      0.88,      1.91,      2.80,      4.19,      5.67,      7.67,      9.57,     11.19,     13.73,     16.88,     22.26,     26.20,     33.47,     45.49,     65.17,     84.96,    134.84,    200.39,    353.42,   2958.06
193002,  695,      1.00,      1.90,      2.92,      4.51,      5.93,      8.06,      9.58,     11.69,     13.99,     18.03,     21.91,     27.00,     33.28,     45.86,     64.92,     88.35,    134.51,    212.78,    364.59,   3179.38
193003,  708,      1.11,      2.07,      3.67,      4.88,      6.23,      8.40,     10.30,     12.24,     14.84,     18.85,     23.58,     28.23,     36.00,     48.68,     64.83,     91.38,    142.28,    206.07,    376.36,   3488.23
193004,  712,      1.10,      2.07,      3.52,      4.83,      6.31,      8.24,      9.80,     12.02,     14.09,     18.00,     23.00,     27.59,     33.00,     44.50,     60.68,     83.70,    132.30,    209.80,    369.00,   3329.68
193005,  711,      0.91,      1.84,      3.17,      4.41,      5.83,      7.85,      9.53,     11.10,     13.59,     17.28,     22.31,     25.50,     32.06,     43.79,     60.24,     85.80,    130.98,    206.55,    381.28,   3588.50
193006,  697,      0.75,      1.49,      2.27,      3.41,      4.44,      6.34,      7.62,      9.45,     11.47,     14.40,     18.13,     21.23,     27.75,     36.54,     50.54,     74.11,    107.71,    170.47,    318.25,   3257.70
193007,  710,      0.77,      1.61,      2.34,      3.49,      4.58,      6.62,      7.84,      9.94,     12.07,     14.69,     19.08,     21.96,     28.22,     36.62,     52.29,     75.08,    116.00,    178.14,    354.09,   3284.78
193008,  706,      0.66,      1.45,      2.22,      3.19,      4.21,      6.16,      7.75,      9.18,     11.76,     13.99,     18.74,     22.08,     26.92,     37.40,     51.69,     75.54,    117.07,    179.50,    345.49,   3809.98
193009,  701,      0.54,      1.15,      1.75,      2.56,      3.66,      4.90,      6.79,      7.97,      9.68,     12.03,     15.30,     18.66,     23.01,     32.02,     42.64,     64.57,     96.99,    154.35,    304.04,   3580.54
193010,  708,      0.50,      1.06,      1.58,      2.24,      3.32,      4.34,      5.77,      6.88,      8.70,     10.83,     13.20,     17.29,     21.28,     29.00,     38.11,     55.58,     87.26,    140.29,    273.12,   3439.35
193011,  700,      0.51,      1.02,      1.50,      2.24,      3.21,      4.50,      5.62,      7.13,      8.56,     10.45,     13.50,     16.68,     21.60,     28.31,     37.93,     57.07,     82.80,    142.50,    277.05,   3315.81
193012,  706,      0.34,      0.86,      1.14,      1.69,      2.60,      3.39,      4.43,      5.81,      7.62,      9.01,     11.01,     15.10,     18.91,     25.12,     33.44,     50.11,     74.98,    127.50,    267.34,   3152.55
193101,  703,      0.44,      0.99,      1.45,      2.11,      3.13,      4.02,      5.17,      6.76,      8.55,     10.11,     12.25,     16.75,     20.02,     27.21,     37.11,     53.13,     82.35,    139.52,    277.27,   3306.98
193102,  708,      0.56,      1.22,      1.85,      2.80,      3.55,      4.51,      5.78,      7.65,      9.60,     11.21,     14.34,     17.86,     22.25,     28.84,     39.51,     59.81,     92.51,    152.01,    309.25,   3507.74
193103,  703,      0.45,      1.06,      1.65,      2.52,      3.28,      4.25,      5.39,      6.75,      8.54,     10.42,     13.12,     17.25,     20.68,     26.82,     37.23,     55.86,     85.10,    136.88,    294.76,   3403.53
193104,  702,      0.37,      0.92,      1.35,      2.00,      2.73,      3.40,      4.62,      5.80,      7.17,      8.71,     11.05,     14.06,     17.50,     22.74,     33.18,     49.25,     74.56,    124.11,    253.08,   3277.39
193105,  707,      0.34,      0.75,      1.16,      1.66,      2.33,      2.92,      4.08,      5.08,      6.26,      7.50,      9.90,     12.02,     15.56,     20.39,     26.85,     39.51,     62.44,    102.03,    221.45,   2971.05
193106,  703,      0.41,      0.95,      1.49,      2.10,      2.81,      3.42,      4.77,      5.80,      7.19,      9.05,     11.21,     14.44,     17.55,     23.17,     33.74,     47.75,     70.62,    118.22,    256.01,   3234.59
193107,  704,      0.38,      0.84,      1.35,      1.89,      2.59,      3.23,      4.29,      5.43,      6.34,      8.05,     10.22,     12.76,     16.72,     21.41,     30.66,     42.90,     64.82,    109.21,    230.14,   3058.90
193108,  698,      0.33,      0.80,      1.20,      1.75,      2.37,      3.23,      4.23,      5.15,      6.34,      7.98,      9.89,     12.00,     16.59,     21.67,     30.71,     43.89,     67.84,    106.12,    254.43,   3088.18
193109,  697,      0.25,      0.52,      0.81,      1.10,      1.50,      2.13,      2.73,      3.33,      4.27,      5.40,      6.43,      8.30,     11.19,     14.83,     20.37,     30.60,     42.15,     73.00,    170.06,   2353.86
193110,  700,      0.25,      0.58,      0.93,      1.25,      1.74,      2.32,      3.10,      3.67,      4.53,      5.49,      7.22,      9.00,     11.94,     15.39,     22.91,     31.49,     49.06,     76.57,    192.09,   2482.26
193111,  702,      0.23,      0.50,      0.77,      1.10,      1.50,      2.16,      2.75,      3.36,      4.15,      5.10,      6.36,      7.94,     10.35,     14.13,     19.86,     29.47,     42.55,     66.89,    172.87,   2329.08
193112,  696,      0.20,      0.37,      0.60,      0.78,      1.08,      1.52,      2.21,      2.67,      3.23,      4.06,      5.21,      6.86,      8.91,     11.40,     16.42,     25.08,     36.72,     58.24,    144.80,   2178.32
193201,  702,      0.21,      0.42,      0.63,      0.88,      1.25,      1.72,      2.18,      2.82,      3.43,      4.27,      5.42,      6.49,      8.81,     11.82,     16.34,     24.88,     37.30,     57.25,    146.28,   2087.36
193202,  700,      0.17,      0.42,      0.62,      0.86,      1.25,      1.72,      2.24,      2.65,      3.42,      4.22,      5.22,      6.82,      9.13,     12.07,     16.67,     27.00,     40.38,     61.38,    161.21,   2353.24
193203,  699,      0.17,      0.33,      0.58,      0.77,      1.09,      1.47,      1.81,      2.31,      3.02,      3.64,      4.50,      6.00,      7.91,      9.75,     14.64,     22.50,     34.18,     53.33,    140.25,   2057.04
193204,  684,      0.14,      0.28,      0.41,      0.60,      0.86,      1.17,      1.47,      1.86,      2.51,      3.03,      3.89,      5.03,      6.42,      8.60,     12.78,     17.54,     29.10,     45.34,    108.36,   1826.15
193205,  685,      0.12,      0.22,      0.35,      0.47,      0.64,      0.82,      1.11,      1.47,      1.79,      2.26,      2.77,      3.48,      4.65,      6.25,      8.86,     13.79,     21.51,     34.64,     85.66,   1644.24
193206,  680,      0.12,      0.21,      0.34,      0.48,      0.66,      0.87,      1.14,      1.53,      1.91,      2.25,      2.89,      3.75,      4.92,      6.75,      9.35,     13.03,     20.80,     36.35,     80.40,   1434.33
193207,  689,      0.15,      0.28,      0.47,      0.65,      0.94,      1.22,      1.66,      2.00,      2.49,      3.04,      3.85,      5.14,      6.98,      8.95,     12.30,     18.15,     28.64,     44.15,    103.12,   1674.56
193208,  686,      0.33,      0.60,      0.85,      1.15,      1.58,      2.08,      2.62,      3.28,      3.94,      4.78,      5.95,      7.50,     10.40,     13.10,     18.26,     27.52,     41.77,     65.10,    151.85,   2136.34
193209,  688,      0.30,      0.50,      0.69,      1.01,      1.45,      1.86,      2.30,      2.89,      3.73,      4.38,      5.39,      7.16,      9.45,     12.97,     17.54,     26.00,     38.88,     62.43,    135.62,   2096.69
193210,  686,      0.21,      0.42,      0.57,      0.78,      1.21,      1.53,      1.88,      2.41,      3.02,      3.65,      4.56,      6.06,      7.61,     10.50,     15.06,     21.88,     31.41,     55.24,    119.21,   1933.44
193211,  684,      0.21,      0.37,      0.49,      0.73,      1.05,      1.33,      1.74,      2.18,      2.71,      3.37,      4.13,      5.40,      7.33,      9.69,     14.10,     20.86,     28.99,     53.73,    112.38,   1912.45
193212,  681,      0.19,      0.30,      0.45,      0.66,      0.90,      1.24,      1.55,      1.96,      2.54,      3.11,      4.14,      5.24,      7.02,      9.90,     13.85,     21.47,     29.74,     57.60,    123.24,   1943.18
193301,  683,      0.18,      0.33,      0.45,      0.62,      0.95,      1.25,      1.68,      2.03,      2.62,      3.30,      4.32,      5.40,      7.17,      9.87,     14.97,     21.83,     32.80,     57.80,    116.82,   1950.18
193302,  680,      0.16,      0.26,      0.38,      0.56,      0.75,      1.01,      1.37,      1.73,      2.10,      2.72,      3.71,      4.49,      5.80,      8.49,     12.45,     18.65,     28.83,     42.84,    102.21,   1810.21
193303,  675,      0.15,      0.26,      0.38,      0.59,      0.83,      1.10,      1.41,      1.82,      2.30,      2.87,      3.62,      4.84,      6.60,      9.26,     13.42,     19.36,     28.43,     44.30,     99.29,   1651.59
193304,  675,      0.23,      0.43,      0.57,      0.86,      1.18,      1.60,      2.02,      2.73,      3.43,      4.25,      5.37,      7.28,     10.57,     14.43,     20.71,     27.69,     41.41,     64.10,    141.09,   1866.20
193305,  678,      0.41,      0.79,      1.19,      1.57,      2.10,      2.79,      3.41,      4.39,      5.40,      6.26,      8.06,     10.35,     13.86,     19.73,     25.76,     36.66,     51.47,     83.86,    163.13,   2190.45
193306,  674,      0.71,      1.13,      1.43,      1.93,      2.56,      3.35,      4.19,      5.22,      6.31,      7.55,      9.61,     11.61,     17.13,     22.81,     28.71,     41.83,     60.35,     95.50,    185.71,   2377.07
193307,  675,      0.62,      1.02,      1.27,      1.80,      2.41,      3.05,      3.65,      4.46,      5.30,      6.75,      8.36,     10.52,     15.00,     20.69,     26.06,     35.85,     53.96,     81.82,    164.04,   2258.10
193308,  672,      0.65,      1.00,      1.46,      1.91,      2.47,      3.23,      4.07,      5.00,      6.06,      7.81,      9.54,     12.38,     17.47,     24.06,     31.17,     42.00,     62.18,     96.51,    192.78,   2365.41
193309,  679,      0.49,      0.80,      1.12,      1.57,      2.08,      2.73,      3.39,      4.30,      5.06,      6.43,      8.11,      9.90,     14.43,     20.75,     26.02,     36.44,     51.14,     84.98,    170.86,   2244.11
193310,  679,      0.44,      0.71,      0.98,      1.34,      1.77,      2.43,      2.92,      3.60,      4.43,      5.73,      6.94,      9.22,     13.39,     18.09,     23.09,     33.26,     48.46,     77.41,    150.85,   2085.48
193311,  680,      0.43,      0.68,      1.00,      1.46,      1.84,      2.55,      2.99,      3.90,      4.72,      5.86,      7.59,      9.55,     14.78,     19.75,     25.30,     36.11,     53.47,     85.15,    166.76,   2213.78
193312,  682,      0.41,      0.67,      1.01,      1.38,      1.84,      2.50,      3.13,      3.85,      4.84,      6.18,      8.08,     10.31,     14.70,     19.40,     26.67,     36.45,     53.43,     83.84,    166.64,   2083.15
193401,  683,      0.60,      0.99,      1.44,      2.01,      2.61,      3.38,      4.12,      5.08,      6.25,      7.73,     10.15,     12.86,     17.82,     23.62,     31.30,     41.15,     61.90,     98.06,    184.57,   2202.12
193402,  685,      0.66,      1.12,      1.55,      2.05,      2.78,      3.45,      4.19,      5.04,      6.30,      7.86,     10.35,     13.06,     17.62,     23.17,     30.55,     39.92,     58.92,     94.55,    180.58,   2248.77
193403,  681,      0.66,      1.00,      1.52,      2.07,      2.69,      3.45,      4.20,      5.10,      6.31,      7.70,     10.05,     13.27,     18.39,     23.28,     31.26,     40.85,     60.69,     93.98,    177.25,   2237.11
193404,  687,      0.61,      1.12,      1.53,      2.00,      2.80,      3.50,      4.21,      5.07,      6.38,      7.74,     10.24,     12.94,     17.57,     23.32,     29.24,     39.91,     58.34,     92.83,    166.56,   2213.78
193405,  684,      0.52,      0.93,      1.29,      1.75,      2.44,      3.06,      3.62,      4.58,      5.75,      7.00,      8.96,     11.48,     15.91,     21.28,     27.08,     37.19,     53.20,     88.43,    146.74,   2127.47
193406,  683,      0.51,      0.91,      1.28,      1.73,      2.33,      2.95,      3.68,      4.47,      5.55,      6.94,      9.06,     11.42,     15.77,     21.24,     28.33,     38.38,     56.07,     90.53,    159.85,   2108.81
193407,  680,      0.38,      0.69,      0.96,      1.25,      1.74,      2.29,      2.92,      3.45,      4.34,      5.75,      7.29,      9.61,     13.46,     18.46,     23.73,     31.86,     46.11,     80.33,    140.43,   2020.16
193408,  684,      0.42,      0.72,      1.04,      1.51,      2.00,      2.40,      3.11,      3.88,      4.97,      6.21,      8.04,     10.44,     14.55,     20.00,     25.71,     34.18,     51.75,     85.54,    142.09,   2073.81
193409,  689,      0.38,      0.68,      1.03,      1.47,      1.89,      2.41,      3.10,      3.75,      4.79,      6.37,      7.69,     10.16,     14.31,     19.31,     24.81,     32.95,     50.81,     79.27,    146.87,   2076.15
193410,  682,      0.37,      0.63,      1.00,      1.46,      1.93,      2.33,      3.00,      3.70,      4.69,      6.21,      7.47,     10.70,     14.53,     19.01,     26.14,     34.62,     49.10,     80.00,    149.21,   2055.15
193411,  682,      0.41,      0.81,      1.20,      1.68,      2.16,      2.81,      3.49,      4.41,      5.51,      6.95,      8.55,     12.27,     15.90,     20.90,     28.80,     37.88,     53.88,     90.31,    169.13,   2013.16
193412,  685,      0.44,      0.83,      1.09,      1.60,      2.18,      2.84,      3.68,      4.57,      5.81,      7.05,      8.62,     11.77,     15.89,     21.15,     29.40,     37.43,     54.22,     87.77,    165.08,   1959.51
193501,  682,      0.45,      0.77,      1.09,      1.61,      2.06,      2.74,      3.38,      4.28,      5.41,      6.83,      8.16,     11.25,     15.67,     20.13,     27.45,     36.31,     51.66,     82.58,    161.89,   1950.18
193502,  676,      0.41,      0.71,      0.98,      1.50,      1.91,      2.55,      3.16,      3.98,      5.23,      6.27,      7.96,     10.87,     15.11,     19.99,     26.15,     34.59,     51.80,     79.00,    162.66,   1975.84
193503,  675,      0.34,      0.61,      0.80,      1.28,      1.71,      2.22,      2.91,      3.60,      4.61,      5.77,      7.51,      9.75,     13.92,     18.65,     24.22,     33.07,     48.15,     75.57,    154.34,   1908.19
193504,  683,      0.37,      0.63,      0.89,      1.39,      1.97,      2.54,      3.21,      3.90,      5.16,      6.31,      8.37,     10.76,     14.87,     19.48,     26.25,     35.70,     53.68,     87.09,    164.60,   2073.81
193505,  682,      0.36,      0.67,      0.89,      1.43,      1.93,      2.59,      3.23,      4.15,      5.46,      6.66,      8.91,     10.95,     15.54,     20.40,     26.22,     37.91,     56.21,     86.24,    173.28,   2248.77
193506,  677,      0.36,      0.66,      0.98,      1.43,      2.03,      2.68,      3.41,      4.45,      5.56,      6.89,      9.29,     11.78,     16.39,     21.24,     28.46,     39.08,     58.42,     91.28,    187.00,   2318.75
193507,  678,      0.39,      0.71,      1.16,      1.56,      2.27,      3.00,      3.96,      4.74,      6.18,      7.84,     10.20,     13.46,     17.16,     22.62,     30.47,     43.04,     60.78,    100.99,    198.75,   2440.06
193508,  682,      0.46,      0.85,      1.38,      1.80,      2.63,      3.42,      4.37,      5.40,      6.65,      8.65,     10.85,     14.57,     18.17,     22.83,     30.45,     41.23,     63.14,    107.76,    187.00,   2547.36
193509,  685,      0.51,      0.86,      1.34,      1.93,      2.69,      3.41,      4.39,      5.38,      6.96,      8.82,     11.07,     14.52,     18.47,     23.16,     29.65,     43.49,     62.39,    108.03,    196.88,   2612.68
193510,  683,      0.50,      0.93,      1.42,      2.06,      2.85,      3.73,      4.71,      5.97,      7.53,      9.65,     11.81,     15.36,     19.62,     24.36,     31.34,     47.05,     68.69,    116.88,    211.54,   2687.33
193511,  686,      0.68,      1.28,      1.80,      2.52,      3.25,      4.22,      5.36,      6.36,      8.09,     10.65,     12.66,     16.45,     20.42,     25.20,     34.73,     47.74,     73.41,    127.44,    221.19,   2953.26
193512,  693,      0.73,      1.25,      1.82,      2.70,      3.70,      4.56,      5.84,      7.06,      9.21,     11.70,     13.98,     17.00,     20.99,     26.85,     37.03,     49.33,     77.90,    131.82,    233.67,   2901.94
193601,  693,      0.97,      1.63,      2.30,      3.15,      4.20,      5.14,      6.35,      7.68,      9.83,     12.60,     15.40,     19.26,     22.40,     28.95,     38.91,     51.50,     81.92,    143.04,    234.68,   3018.58
193602,  697,      0.93,      1.75,      2.43,      3.46,      4.49,      5.40,      6.80,      8.25,     10.38,     13.12,     16.40,     19.35,     23.40,     29.38,     38.37,     54.88,     81.84,    145.23,    233.97,   3219.20
193603,  694,      0.99,      1.67,      2.46,      3.38,      4.47,      5.67,      6.86,      8.70,     10.96,     13.60,     16.62,     19.55,     23.58,     29.83,     39.00,     52.84,     82.71,    144.83,    226.18,   3060.57
193604,  707,      0.75,      1.35,      2.02,      2.81,      3.90,      4.96,      5.94,      7.68,      9.33,     11.67,     14.27,     17.41,     21.03,     26.29,     34.50,     47.01,     75.58,    129.38,    212.87,   2892.61
193605,  705,      0.75,      1.42,      2.19,      2.98,      4.03,      5.11,      6.26,      8.35,     10.25,     12.36,     15.29,     18.06,     21.85,     27.87,     35.62,     49.56,     78.83,    136.32,    230.45,   3086.23
193606,  708,      0.75,      1.35,      2.07,      2.99,      4.08,      4.96,      6.18,      8.15,     10.09,     12.11,     15.01,     18.12,     22.17,     27.74,     36.11,     48.91,     78.97,    137.98,    239.95,   3125.89
193607,  710,      0.79,      1.53,      2.33,      3.30,      4.25,      5.31,      7.01,      9.02,     11.02,     12.86,     16.31,     19.64,     23.69,     30.66,     39.80,     52.56,     83.68,    147.61,    258.10,   3200.53
193608,  709,      0.82,      1.62,      2.29,      3.36,      4.38,      5.36,      7.26,      9.15,     11.01,     13.39,     16.83,     20.95,     24.82,     30.05,     40.04,     54.25,     86.25,    151.75,    255.20,   3256.52
