"parcel_id","Easting","Northing","Pyerite","Mexallon","Tritanium","Megacyte","Nocxium","Isogen","Veldspar","Plagioclase","Hedbergite","Spudumain","Gneiss","Arkonor","Mercoxit","Bistot","Crokite","gold_available"
144,143.5,0.5,86.2340308716201,101.279996674679,109.066612542433,112.331412333445,108.346933589055,113.814597476821,101.94692350582,135.706065753506,151.928236664039,151.580711263481,102.057787107901,121.035700030755,101.329345089373,127.926537668892,119.465879191631,8165.31991079949
152,1.5,1.5,140.556820199052,100.090020761992,102.972439497978,80.2025627468367,135.348230139039,96.4864291914154,103.446419057652,142.465057996118,118.482599379254,145.941035953473,122.87442251255,105.007822170117,112.866016923616,129.609758157971,116.415751557895,23834.8417458738
153,2.5,1.5,158.465857242132,123.473006738464,112.335833758124,118.712240555283,130.708857930707,109.500294979393,105.206058050667,97.4611004446902,135.351046729923,116.702040911681,105.78756042226,102.373543684348,121.805960801312,111.302571422255,114.290957817189,16479.2086774009
154,3.5,1.5,128.959678651523,120.333696260262,108.605685682815,98.6054942481086,118.814926332817,81.0557525778852,108.455041321429,124.92617843177,124.266472438302,130.852237972528,99.9642898331721,96.5432986997,113.697841296823,115.667931645875,107.980120775399,20578.8710239083
155,4.5,1.5,133.880606366701,122.273197333844,82.6966808090887,102.182582441784,100.264468346167,107.688547975726,105.251412563244,131.364365457237,126.190110904979,139.728105575535,106.178703914078,111.623146579376,110.096666260679,118.909577440621,103.474364768604,10893.2581941073
168,17.5,1.5,102.76701127499,107.802710460446,111.113434590445,114.466132825726,106.035966648158,132.116073208852,106.494982920068,137.8328776864,147.577201485549,144.737235578874,117.905496394053,101.368433982894,105.521141405704,108.212055186137,102.263186431195,12337.6889957886
170,19.5,1.5,112.260719409914,116.047677667693,101.08483163347,123.540875207686,102.258088810289,120.507720704379,104.963272018706,174.0606321296,166.479287224052,164.907060194151,136.492971433053,105.131924794691,105.969291862166,110.799125349007,101.33146687333,5452.91799960479
171,20.5,1.5,98.1501463134407,105.453824289159,116.828124831408,129.116107490539,111.46070357681,148.627588128899,105.054274752264,151.148760984677,144.325930646182,157.662100781359,110.281484448863,104.420329217342,110.007656874011,110.107591917811,104.670222691508,6073.13770935038
173,22.5,1.5,114.024563265111,109.058192768728,109.009908874252,82.4713966276672,109.363196155227,123.187203446253,116.787108850881,169.919003358945,160.507962930481,150.931818818302,107.736872151593,108.557150288587,113.907276540035,123.381699053233,107.616910778256,18665.7592196016
179,28.5,1.5,166.924940071789,102.462026802866,100.901203268877,104.765406754635,106.441725949546,141.985934030943,105.057156712218,168.16508312114,144.332340366013,141.416109139144,106.854358364138,110.032191282901,119.982656128905,116.547065262925,111.488213228107,4127.20888236931
181,30.5,1.5,113.089224889363,104.246849407776,112.252538483245,131.525425305072,112.761478372146,115.271967931346,102.742420852899,163.504732362353,139.154745663274,167.857187356238,108.034979582363,109.929619660949,112.788274685067,122.414145359548,118.259769017952,4354.71769009337
190,39.5,1.5,111.781154992519,111.970178618415,116.358691516391,107.942332436512,113.644787377783,97.0433559897175,106.03668580229,111.358593048699,121.373840687976,128.818653686986,108.094903954394,104.563326128115,102.313637575758,118.319430500798,105.925477503921,24149.3032590908
199,48.5,1.5,102.565510742399,116.009440210635,123.763583557109,67.314301298903,115.847303702294,121.796042332964,108.418328739135,165.96477621792,142.51816388098,160.049913243154,108.223115609023,113.918963684075,127.350962134629,114.456754947232,103.973171731896,21103.5287960532
203,52.5,1.5,123.065003310966,106.591781118412,92.6111179176578,121.84574835161,133.418673762471,108.907254566756,108.694826607409,126.900042096373,135.988081531356,139.529829993911,129.225901215514,104.97703458949,111.056209839847,121.464206680365,105.501981208473,20557.0180100454
205,54.5,1.5,122.329682315042,104.983549735379,95.9135761470908,119.766364310843,114.53698520835,118.73880646142,105.044405811948,155.94063429357,142.442110688529,145.221833044277,101.857762757366,102.051142435069,123.679287883484,111.764652639177,102.612727731181,4807.30388915988
206,55.5,1.5,111.906112037885,106.058969011029,104.766211264151,103.357952712543,115.894369201082,110.628097846358,100.475777651974,113.184768439146,133.876417040183,151.688708252703,109.470003356293,99.1840950513303,116.28978798286,114.204413109384,109.876921245141,16990.6309159146
209,58.5,1.5,113.294296530478,114.221207254918,123.770486886443,100.127203136725,113.247205510731,121.973121459934,105.196099905975,125.23650503475,134.472804169302,121.750405015462,99.1762664786406,98.9397999866372,112.640001026501,117.35725274681,119.181949383776,19219.2339870373
210,59.5,1.5,93.0516927682873,113.980770621152,106.930069006531,115.340525878614,107.858179480631,116.697520124068,101.172847483576,105.511264369128,104.291050485499,106.236182689822,102.127798063874,100.625611395056,115.888933467541,117.668665867547,110.409323812216,21586.5610584531
211,60.5,1.5,117.554673815431,123.215610123218,110.197861420498,122.05843498518,116.723256778137,126.78844871621,101.090923135936,103.90334121605,105.560824162349,109.171318395732,102.061349144553,115.012554824312,120.800310887259,115.668162569756,101.28768199392,16428.3572927821
220,69.5,1.5,143.845237259102,119.060295965981,85.9719505487626,112.61864253071,110.239075139577,125.804877568359,96.1618339063752,109.539217344145,128.699624117182,139.005530633752,123.184242548195,110.830757882066,107.306983149624,111.053454326805,105.284079305562,10807.1120950192
223,72.5,1.5,100.009064847515,100.065332432383,100.079443322382,100.137391382982,100.062861491197,100.028967773521,105.987611443138,142.146757528019,143.950378433654,172.588173014954,131.370898207043,105.642635969753,106.610784461264,110.427828009276,103.909472619738,13803.6849613626
224,73.5,1.5,101.823954881012,100.876205238198,102.431731163729,101.399260283039,101.786130029676,100.716879677402,111.466684121503,137.235497284592,148.457125970697,161.54940526371,115.164802380164,101.15089713961,107.854733548953,106.118622931783,104.301874074131,11990.1142158916
242,91.5,1.5,105.526014732352,105.918160925879,127.110925573243,136.162001285812,122.736457212238,102.698090336465,109.813857952472,120.519056228294,127.228498710715,129.968036384262,112.618719093696,102.480472363215,113.710534729986,96.8015526780654,109.76854213407,12129.7194287173
245,94.5,1.5,122.264886840218,115.125683789095,112.567666743565,121.50168365056,123.056855408224,115.313042621149,102.154973742605,115.641899990808,115.637424333948,129.545025700244,99.767303247885,103.426377065738,122.641266964763,115.0803660299,112.234483970232,15207.056952131
251,100.5,1.5,103.007554955527,107.782190155104,102.44657514741,111.727641625628,110.961532419639,107.489488840731,102.191118626773,120.026917352603,115.560979857222,124.722630423014,110.579467725082,107.137600446979,106.888944132429,109.522676891679,100.740827478941,18470.4135349978
253,102.5,1.5,119.840282411475,99.7167954105822,98.4864110139008,103.731268339499,106.127695985857,120.397396735681,101.737748562709,121.585730234745,119.456673690796,119.898942882536,102.430131193602,105.408147630937,118.177453564239,110.420314849044,101.444363107459,12542.3015799342
257,106.5,1.5,102.116526686997,104.418009408762,102.408451880721,106.086652004888,106.439869152956,104.790267245204,109.085776272682,152.660425593863,133.551023138575,150.380867357752,120.488503815345,102.653763934926,115.064309852878,111.594858982111,116.878742295837,11213.2674093473
261,110.5,1.5,112.770221309684,98.8354889610622,103.627133653637,124.923290872936,112.198920546656,103.624369135142,96.2541898358301,153.086561710586,136.193145557028,208.795802868224,137.842621075174,91.3018695488851,115.784421719,125.397383791842,112.28805669812,9616.83923740857
268,117.5,1.5,102.311314415631,101.43780702154,100.5768248561,103.744513114057,103.638890862991,100.523230081344,104.999871026389,144.958003918133,134.237262635162,158.325818283017,109.987558197516,109.75257618789,111.284401593689,107.398493516407,102.853913359424,8834.90410567115
279,128.5,1.5,127.359950455002,106.226923217031,108.717476123982,111.669460566401,107.765262100864,91.2453281001029,105.999704832642,207.377006708255,150.877389825839,165.246202079114,98.2814321352971,104.13786501288,105.515785653046,105.213221560842,104.949096334847,3649.21124523564
281,130.5,1.5,158.671054389914,115.551786622662,93.8470820794358,114.080943992847,104.824706468837,95.0126190481899,117.798155883753,112.240050790079,162.076721792895,162.262264260219,130.008529828968,100.57348153,100.024066747916,115.857969926831,108.822395082602,15159.1768752226
289,138.5,1.5,101.129453296042,103.241480685014,104.74900066235,108.720418015026,113.518318096532,121.58857658568,105.435683411796,119.321340220483,142.605913339136,156.899004164153,113.775145496615,99.4681052819806,101.23900995327,100.47423288499,100.748123939161,15098.0942693097
290,139.5,1.5,100.579537549248,105.465241011698,108.865438287566,91.4026067951217,104.617367131119,117.867948921713,104.663154056681,117.931427015628,126.11369713302,123.729463412471,107.452970019502,99.7090837675773,101.463951665804,102.088078388082,101.429618413724,20182.5527582746
294,143.5,1.5,110.056853946145,107.734499982476,102.333690770719,114.071753566424,110.175121570255,111.991564674476,103.978252355784,172.68350219089,134.028961907414,154.143789695822,98.6086762508921,112.395280653169,109.769419058069,108.784086578976,105.192255266548,4503.64959461332
300,149.5,1.5,108.600685846838,103.448057172776,106.21711074046,110.177636198897,106.02199533924,93.6126214952008,108.552052604301,126.083870775516,160.052549557505,184.743976809299,112.097871167829,119.073420214288,115.288508440897,119.009822858508,107.222097643255,8143.87119727727
308,7.5,2.5,138.78944518897,111.63980908152,109.873726034773,136.8832014565,128.4186812588,117.068005057051,101.772486035624,115.871292168833,115.594541229012,124.910605659929,109.176069013145,92.562709610448,121.077642091895,132.453889144554,112.597207344444,18892.9850888204
309,8.5,2.5,159.276777336403,92.0068293053224,128.603952863239,133.029287682275,113.355468112615,95.3936425156344,102.972995453896,108.066894269565,116.208110787545,120.221479309767,102.835468315003,106.535501618913,113.982128672279,114.965695950914,107.564200385426,11456.7235073359
315,14.5,2.5,82.6046372098917,106.659592075089,114.420569443424,118.65224580594,105.870129844471,166.811680775496,120.673703834291,194.462559855004,161.772629576835,193.290869164171,113.871096162983,106.50792283148,113.392865845673,108.498019549715,108.902154581147,3923.17033851626
334,33.5,2.5,101.510578713191,103.532475103224,100.602873050859,102.583216884915,102.867029018883,102.627593316756,103.858269751836,180.875149258092,151.7494038926,186.078252900078,116.993337751392,122.673479857015,119.280613260645,127.378478785754,110.478916619178,5484.35277263603
337,36.5,2.5,86.2623863801376,109.56029191175,112.423345013662,111.164957866242,108.869323317977,107.267814094306,116.895649833659,161.846041267463,146.48373429395,169.216128193786,122.918332094852,121.166996530137,119.206160145464,133.256579293073,111.03337136774,14785.7047352039
341,40.5,2.5,105.412477700729,110.791688069459,107.660279252629,114.454538085479,109.201791710568,121.116469037101,105.184811074994,136.533691408665,127.297744979694,120.837969850053,109.330736951584,102.098992410617,104.069680563158,113.187332664365,111.35347459735,14495.3425120958
342,41.5,2.5,86.9916092175175,121.200081367374,112.323754736571,170.384015032449,113.488791498088,118.089921229513,100.097443962737,143.35999751792,126.337238440224,154.025181213312,117.847490733354,98.7898829650144,108.917408634739,110.196931751361,109.04425767902,3990.4592217713
343,42.5,2.5,169.438381968717,113.185550995579,100.807634045172,144.098524103471,141.534619547532,130.006964507855,100.422554205038,165.826508873707,150.829788816384,149.341670905121,122.317982858368,104.777989355623,111.217023522103,109.636385501954,109.193510426512,4266.75879129072
351,50.5,2.5,108.489000161968,108.857694550579,103.461847404064,107.357257298012,108.551217158613,115.841646205661,114.693711260269,180.229307495443,172.457436067341,169.72905265601,132.597614641516,106.803779054071,124.483659216865,109.785636093748,100.547350952753,8354.07787534421
354,53.5,2.5,92.817974801588,110.57477671874,112.720284727697,123.912262198882,105.994217288504,117.958840829815,115.857052044096,137.69635514716,132.237740624786,142.931492196404,127.581687166463,110.264556922105,107.261857509132,105.513600073467,112.255384154811,12369.2389709133
361,60.5,2.5,132.236627277859,109.32929555467,105.883349458076,133.067446973838,108.488462491257,96.9186154787989,103.581788582807,112.589596274228,119.958475547929,114.327341709075,102.965216074708,101.699160157163,111.295342069903,118.161969490469,107.390894828165,10524.8358925833
366,65.5,2.5,152.280610416096,112.980174061319,101.90097655623,82.384293007507,120.375153047625,150.02495324288,104.213203503774,155.930372789937,130.290238820419,147.433734634187,96.9909620931913,113.906055253633,104.156979599523,115.798318058744,108.98713479196,15256.0135540423
369,68.5,2.5,135.943235497212,105.946820852633,108.382677713911,92.7640733345041,122.25321941026,106.964709535344,105.731196120559,143.943793531566,139.833945009424,148.737468769686,102.891018630029,101.285774051329,106.839395697094,113.621696985077,104.434902371763,19350.4594682455
371,70.5,2.5,98.9720192561274,108.897217411806,126.092899434821,101.245542245933,113.647996711286,126.388981486271,108.58644856925,189.173542115303,126.891284599459,153.60923325092,108.703700121116,99.7761697728482,104.58871783245,112.627898371786,103.931172008109,18107.0253844667
372,71.5,2.5,102.882400431971,100.254155629346,100.604499422991,100.251501030884,100.339739795041,100.568998609588,113.639026944892,158.097930204504,150.329290022941,167.561072987651,122.066205342441,107.596824818403,111.308742016256,100.612456312031,107.078830633604,7403.4156814381
382,81.5,2.5,95.6460637414697,112.828262890941,131.119461668725,108.697117561451,128.735831775351,116.70611179461,105.540654682804,120.293331363855,117.154823429208,130.36506371811,114.514685128474,137.511645485891,120.834772676209,144.449379064833,111.48073840418,25093.1867332795
388,87.5,2.5,94.4250970534556,109.051767445672,115.162506097632,123.163152800972,107.224313878469,130.848489469204,103.744197445392,111.782019820561,122.778441366188,121.946083351201,113.530961852256,95.4359564256579,107.542790198907,100.607637847528,107.599230521427,14829.3145030037
396,95.5,2.5,118.481810185137,114.714381349709,111.929847215593,121.678966878004,109.612598800912,115.289398721941,102.22479656981,123.664798648861,116.633445778268,121.367504022738,109.789498408889,102.709263153075,110.043738977347,107.29467878015,122.548140369828,9564.87910890181
400,99.5,2.5,101.923725042699,104.820899150174,104.677565663448,110.782952114035,102.497767684658,108.533487735034,100.028324899837,100.170868467354,100.827402098793,100.765510287839,100.487760628629,96.9384015681992,109.040746286647,95.4608112857919,103.584247451542,14052.7737048786
408,107.5,2.5,141.744804580398,105.848743781291,94.4943191323177,88.1401190375017,114.51196553773,107.882345177818,108.483454274266,169.466404278175,133.847671016676,167.266933140527,116.054667632028,113.886191585173,121.528526786135,107.225460360689,103.171410795097,10804.7305248433
412,111.5,2.5,111.857928078983,120.294662969933,128.527496943395,114.402412999128,125.447970959354,139.075543701454,113.114026779875,161.311366956333,160.514779534464,172.806207857355,136.692431039754,97.7752184942762,109.818080813958,109.536830133029,113.072662641745,19905.1764985005
413,112.5,2.5,127.319475697543,106.421265729231,106.890322800067,104.95065458417,121.544485484833,119.706450598158,111.496761864594,142.863173970704,206.870961247683,177.366128945913,115.593031486023,108.87907429392,107.652377790081,103.559114736076,103.003239204595,6901.28233656669
417,116.5,2.5,117.416995928685,109.001100483192,102.998681567057,116.868099304784,103.839698858594,123.302675922099,98.184826009991,167.207680457647,136.990815433006,170.516701515344,129.481321813141,100.49365649305,100.95250819012,103.064694761298,101.802527456423,6397.39603903704
429,128.5,2.5,109.354434732098,99.7327174089382,109.565589703425,83.3351871045019,102.301962872504,108.605739203176,98.0202952295178,99.3857740096925,107.52971760735,134.592611207785,111.534353053646,101.604652987294,105.687252410081,108.748698768723,103.687024216542,23356.3497503398
433,132.5,2.5,103.967282511036,106.480132539995,103.187209030323,95.5370710126971,127.972175492667,122.831630296816,103.030701019409,138.246825634938,151.476873405793,151.540323845564,116.745674911514,98.3425184285373,105.899577375115,102.223199487053,104.525176387983,17962.4496393169
439,138.5,2.5,144.901175251084,107.094454656114,98.9704949382161,112.45526089507,108.057535685091,108.628653507861,103.107104524022,139.052101567265,124.811628276299,139.215017028858,121.62018283232,100.884385851156,100.644615559055,100.766810070429,100.144296945428,12090.6238681738
442,141.5,2.5,90.6043854374438,106.212252153567,119.165818717695,99.3826334773349,106.751766786068,102.636339777336,105.433015683559,124.096067664407,141.772351558118,140.232858184027,118.754287714562,112.806751963849,124.61877924197,119.995661655469,113.355393756938,18828.7566804736
444,143.5,2.5,105.967915995992,103.266049067421,103.490321692136,112.790892949743,109.03223224925,114.606464577217,103.750677938716,147.903504584169,141.24178582784,151.776436904235,129.484494283848,97.1847168518466,107.998785900527,99.4553887416167,118.964207813437,8047.2279158197
449,148.5,2.5,126.658371152562,102.793594699357,96.9084636608707,109.572192615966,112.769229670669,114.690869938765,116.04285211738,165.083248310424,177.883533650227,198.630631722653,128.657859843063,111.102157883089,126.713853901793,120.662736127582,109.887115213291,6061.3100573553
460,9.5,3.5,106.205439904502,113.083546826773,118.818772678833,135.391409918222,104.191091574528,113.3998141381,100.885277133943,130.086110182534,131.092596621715,132.41092357004,106.907582318203,115.200301295689,108.420558925242,102.222197820482,109.218021477736,4682.46340454555
466,15.5,3.5,86.7276856773134,102.965517059527,136.542161816671,152.627039814522,137.718146545319,147.262391407111,104.913175112912,193.06220077634,164.718084830383,165.699123286362,100.483788521858,101.65713509131,100.442715841213,101.597723302964,101.421844181436,4094.80697090658
480,29.5,3.5,110.116037334215,113.612913284757,122.562934430124,107.968144377951,91.4647146642151,87.8588693592736,110.538719583227,199.078699692564,143.502919783986,164.537646906898,110.090295521159,104.786970931503,108.324717057768,118.955545972333,101.648945468698,8098.18370095072
483,32.5,3.5,88.475277754378,104.109500625435,102.200334818456,97.4494789272242,99.7928221365621,110.471270916265,97.4673554972339,126.689563691499,163.664658963953,162.428917630266,135.29047994287,98.5650442004,111.9582088884,101.934092023316,116.66959813329,10663.1524424547
485,34.5,3.5,114.765432215044,103.928686468653,98.4920816998063,104.645550154445,103.964848942645,96.8232968966039,115.813673352054,165.74941439666,159.83867710461,186.397029243381,138.654420723028,123.151769197697,125.1437562183,113.026135350367,119.495446392175,5706.82432116607
486,35.5,3.5,100.423369414458,102.898060772868,104.556085548992,100.207941674284,99.7178128751187,109.722962379282,98.9231316249466,108.921574747977,129.423164218347,133.856603164813,107.629903214868,109.463413324414,102.433758047223,130.557303776758,114.005671873121,19698.8699024121
495,44.5,3.5,91.3141301365187,120.902513269143,114.342926673956,148.434107000366,101.438241689298,82.7305985756206,101.361329614004,139.153791738463,128.864467934735,153.971620204226,110.622211519409,118.232160407606,122.752850153403,131.904433246202,103.331510662769,5807.82198883791
506,55.5,3.5,90.2261076473903,107.502439632013,130.648494836126,122.310382124439,107.608609827778,131.038590820252,107.478656466807,148.414460200005,155.455243513877,144.570370192716,108.16282644868,109.983160885245,107.247158663174,113.125110925628,110.38169098615,8202.9091395749
508,57.5,3.5,111.060017297805,107.453223065896,99.9681089265081,120.729956614272,102.630475055411,103.52446442486,102.812583979729,109.977951237008,115.822145919454,128.820683453904,101.511048756786,100.639533728608,116.687370575046,105.674456365424,99.9481241259541,9522.58777580862
509,58.5,3.5,160.959493311038,104.939489852961,102.172358803192,91.1062108343661,108.184998689877,103.339193807365,103.141382205618,123.144420523059,127.447798766866,136.425892841333,110.203604761812,92.5445095656474,119.455946094395,108.067343486555,108.475979918361,17073.6397986975
512,61.5,3.5,125.965471144688,114.722284188419,107.273724716356,89.4103033132682,107.090888811898,67.4575892296284,100.357964139908,116.434342214599,118.005405942049,126.043214043923,99.7454759320523,100.055711347266,115.786822478676,112.220319599236,112.152183659564,19788.6572505624
516,65.5,3.5,112.999340643566,119.778877079155,127.921895076139,161.957319971126,121.732734105615,88.7708579304065,101.49925654642,113.436410144844,129.878344034957,146.985248466871,110.872942692953,112.596950441134,104.888638547824,115.303673654354,105.195417454683,8430.10844227986
531,80.5,3.5,133.748104795533,99.4569585819387,100.329548828963,109.535324307821,118.70532498689,129.56433842661,105.522323156079,120.325647822613,127.337426122233,130.551392280116,106.210058730116,113.587649125034,111.884299113066,113.255979520888,108.795501007631,12227.1824914067
539,88.5,3.5,82.9685943734762,105.392119066743,108.583819122664,108.902838688447,101.481087554813,127.931423126794,101.480719542041,100.043422532936,108.925398209737,110.523515485435,103.746673495896,111.431741949011,110.336942729092,118.830996396387,117.545352109021,18237.7769070359
541,90.5,3.5,113.058733466818,102.362765753602,103.892232453858,108.132118827947,106.185546861584,108.488878653426,100.680172649246,110.563813985464,109.036445831427,120.174756143711,109.257509368445,95.0133408552904,119.697305044359,125.481728312538,107.597772989101,20409.7688920533
546,95.5,3.5,109.428866147772,109.37051164632,97.3391051866769,122.486611891962,111.713156857606,117.910677054574,101.254431473423,118.903310936253,108.094786055885,112.912304704366,100.935221776137,98.8364703897103,119.00626599072,96.8749272785027,106.014730285103,7447.59608901225
