Easting,Northing,elevation,mineral,rock,ore
70.5,0.5,581.4538150753726,3.3868894311981537,2.8085603212699235,5.37658225247208
71.5,0.5,861.076526697859,1.2954944736083247,2.498072257630068,4.417619634706095
72.5,0.5,1232.2415892940057,1.0638011427046834,4.500368040927042,6.481765665816967
73.5,0.5,1629.1943914261776,-0.22882184571369546,4.318084334600035,6.729385745957179
74.5,0.5,1031.55714775783,2.150127587424878,5.6941109050658865,5.903581477189638
75.5,0.5,393.3718410788605,5.412837662197201,7.066595108339971,4.461913162875597
76.5,0.5,237.50744023451642,5.815385194443906,6.488969602539545,6.806101197704586
77.5,0.5,29.356308242862383,6.775546371626787,5.925891973530876,5.016291613052107
78.5,0.5,-915.648664773639,5.9342380779007105,6.549843652033708,4.634922863037585
79.5,0.5,-988.7876077638664,5.471017575229827,5.37983563098702,4.518426327425716
80.5,0.5,-341.2910881597811,5.035076126699887,2.9447807300155926,3.955304325068232
81.5,0.5,115.99363096847861,5.634730025248362,2.837014322644866,3.1135991853715383
82.5,0.5,-203.64791552266956,6.447996312748975,5.411810313294612,3.9585985143396107
83.5,0.5,-49.89421542607806,5.600001474203902,3.6701808045607485,4.055826161353051
84.5,0.5,-82.71727307762706,3.2968741758421545,3.696636827794571,1.7069838537890436
85.5,0.5,-14.390285726796435,3.6240314144305663,4.42732396554265,3.859256557053474
86.5,0.5,-376.0762375279453,5.739247149111913,5.906754971974371,4.846239900335544
87.5,0.5,-0.8102678557855256,7.220635368859606,5.445602159698527,2.3304434352234082
88.5,0.5,670.3299862768738,4.53396190561004,6.887025392974879,4.138630155329201
89.5,0.5,507.4652475628709,4.4875612636321565,6.501627762531899,3.2555476319728975
90.5,0.5,457.1887754733595,4.394539447667165,6.854732976621599,3.711721029707241
91.5,0.5,826.7390388503891,4.7271557643820525,5.027763160403852,2.907017600846346
92.5,0.5,-157.5666434112337,5.944189877020873,3.2947576482139236,2.4598514534526505
93.5,0.5,-288.6204410872533,4.204164672695907,3.494529608418156,3.134366761492049
94.5,0.5,-307.9146113157152,5.127530826840198,6.019427726745651,2.308882975778873
95.5,0.5,493.272095174679,3.282556251072034,2.761177754295225,5.932542054103738
96.5,0.5,786.940719479235,4.312698309769281,2.762152121383941,4.9203845024673685
97.5,0.5,987.43862111998,3.5302146984235834,5.916151901776518,4.017813701831241
98.5,0.5,388.4156673395702,2.761680432066671,7.621508575932088,3.1532094285503236
99.5,0.5,265.01473677154604,2.798779976035471,4.263255842440415,4.18188732755161
100.5,0.5,-166.11995892968037,4.688120723996224,3.722335617053285,3.3893895939975573
101.5,0.5,81.61577147785079,6.213181392242189,5.530295001279759,3.9937544184003757
102.5,0.5,160.76072377247476,4.437388069985692,6.823908950307698,4.143292834858831
103.5,0.5,-78.4341332699712,2.6437548399295063,6.056255216158669,3.6776073442650405
104.5,0.5,-242.6313187461801,3.775174389730264,8.024404258725307,3.128399874141765
105.5,0.5,187.61310902791968,4.056955148917094,6.386611103229207,3.4575316735146977
106.5,0.5,1011.4873155952661,2.487194757956878,6.497087915347338,4.6983296824575005
107.5,0.5,1333.4821897770412,5.323794342346882,6.666759417886733,5.554681652178099
108.5,0.5,1130.718692813191,3.5193358342353034,7.095341848859228,5.7555791608486375
109.5,0.5,1057.6631473078403,3.8020866024433255,8.314476764896227,3.132881006975115
110.5,0.5,623.6409659135116,1.8684879233340181,8.390115686565608,6.296122923214367
111.5,0.5,532.6815303417189,2.0703591289904852,5.193437741970101,5.763917593630171
112.5,0.5,109.56934145144089,2.5907162494272526,4.357288240902175,5.489270015954972
113.5,0.5,-49.326028521932585,1.5070398410610948,5.61661758961423,7.41204169360201
114.5,0.5,-450.96469846941625,0.9396697454854381,2.7700449841735435,5.619051287251075
115.5,0.5,-314.3039995829031,1.8924153263722037,3.647943602614954,5.914830412906301
116.5,0.5,-665.5129442897571,2.251898689413382,3.224312495555365,7.554490874654098
117.5,0.5,-649.3711317965208,1.9111492015087839,2.77698880455636,7.156394378307983
118.5,0.5,-512.8531615449982,1.609491388558371,3.0708875288063724,6.1507712924999645
119.5,0.5,-320.1720976641882,2.0292073781796534,3.2211368053731846,6.73882931698917
120.5,0.5,-897.6403984107542,3.08290935859995,4.424875515672457,4.40322758309444
121.5,0.5,-624.2832697478323,5.649199025916198,4.612692975645457,4.6257270044774925
122.5,0.5,157.73679723350475,5.6918414016779195,4.352556688856317,6.742763460539685
123.5,0.5,612.6763914821264,5.035668164080368,2.9568909966103534,6.4209210781379955
124.5,0.5,87.90028355593847,3.3439258728469667,3.5983188822054144,6.148714536813323
125.5,0.5,127.28255776537128,2.5188497007139867,4.848082278847596,4.26418223808882
126.5,0.5,-35.82474107773828,3.0466427485442784,5.6685487470751434,5.9413628466136235
127.5,0.5,-64.27150144432704,3.08091404223605,6.159211538268526,6.404084094086743
128.5,0.5,235.37190886496478,2.5142576273721935,6.186943110535753,6.161730025351869
129.5,0.5,-198.96527669787667,3.631862752585141,3.5268621591111637,5.929703749054089
130.5,0.5,339.5361679391208,7.370556180918538,4.567918736137511,6.380896492090994
131.5,0.5,1.3992574367617863,8.518822040694479,4.910407978194655,5.2587637559886575
132.5,0.5,-281.4490387125353,7.986859373115883,1.274806828496891,3.9779329819301243
133.5,0.5,-394.48033817851103,5.524036322072927,1.406682056192874,3.499737782708406
134.5,0.5,307.05947558523394,5.924311354042441,1.8661606821608316,5.6744012658571785
135.5,0.5,-626.3378343747258,5.796942759350668,0.959156363788483,4.945719797684014
136.5,0.5,-304.3994765800908,5.565590809248552,2.078735639675555,5.785641172926761
137.5,0.5,-134.8244637413486,1.8731329258574503,1.7083877960277523,6.123291546056052
138.5,0.5,-272.58270136314775,1.8647340234661054,0.7168950572217581,4.18061119358517
139.5,0.5,-468.43849154213785,2.8694172786565737,2.4810078203395975,3.083794078572863
140.5,0.5,-558.5702955162628,6.278898935117966,3.2712317652507736,4.478175294927967
141.5,0.5,-225.04752891059354,4.9224376078381775,3.233386507199627,5.265091096462865
142.5,0.5,307.2376085490004,4.155365852947211,5.305939765073665,5.836925671170724
143.5,0.5,-136.79158953680974,2.7446099176045196,6.606294136018336,6.354756620785615
144.5,0.5,-298.25321232321187,1.9234802102710868,8.792777057283011,6.640070587735871
145.5,0.5,469.7357027020536,3.408813306021076,6.178700314206914,7.3687448593741145
146.5,0.5,572.3226788285391,2.5598625902367678,7.368388114901499,8.6603572867526
147.5,0.5,886.5638195352391,2.7737106876635336,7.882170235971807,7.71372750959007
148.5,0.5,754.0820589494722,3.364936843958091,5.158710265690556,8.415008637897953
149.5,0.5,421.5489523512553,2.127635287614906,5.636037312682873,5.472437998835768
0.5,1.5,436.6803508312648,6.890473560832339,9.088527978285722,3.772480559521414
1.5,1.5,871.6677465641994,6.959978003018327,8.30869003158792,3.4112001609291176
2.5,1.5,661.499523737175,6.588344058424429,6.26166452459344,3.035356416738928
3.5,1.5,959.405575946362,5.727144968491567,4.9601334932206385,3.573291821482058
4.5,1.5,423.7933576348718,6.106004019614374,4.4250209323731,3.5972914896949404
5.5,1.5,-379.0210066686981,5.510823797681893,5.680490199659962,1.4186505859989076
6.5,1.5,98.03935493091427,5.293918854157453,7.330320885211325,1.880277890860857
7.5,1.5,-274.1595670152418,4.805066606369385,5.444959311775843,-0.07846798629528529
8.5,1.5,659.1708147785921,5.410570800637879,4.251089061176577,2.81845758741508
9.5,1.5,817.4400249142113,6.042194271241945,4.842085344661439,1.6568123255721874
10.5,1.5,758.3988227762634,5.259057672939436,4.57849390933878,3.074434178585004
11.5,1.5,567.4341677683872,6.0256244467162965,5.927200184577386,3.7203803769742487
12.5,1.5,247.03330528271604,6.676413090329537,6.056111795359935,6.936843183266239
13.5,1.5,212.1673978876698,5.998265315637757,4.41029755628328,8.766610146861872
14.5,1.5,527.5090044176537,7.058921815284192,4.200029270711455,8.199798261286714
15.5,1.5,271.83333945995776,6.163643637881736,3.9418626793236875,7.74948685714695
16.5,1.5,-144.57771804460538,6.6255773170542405,3.2392347559866055,7.002504698612979
17.5,1.5,-494.8519633042124,4.931782348111747,1.536816195279994,6.213834297558516
18.5,1.5,100.929369213874,4.302019431213258,3.9600089625133794,5.202950953514375
19.5,1.5,835.2766900798174,5.706500525406905,2.1202611614072016,7.322129122970113
20.5,1.5,1300.4242266450906,5.983850364628603,3.658295459495018,6.192068339271771
21.5,1.5,1363.6221280620716,4.53191075832518,3.8299197062662516,5.61736682407809
22.5,1.5,550.3753181181619,5.381591940515069,4.232042870782553,5.7409213002280435
23.5,1.5,418.6852564231628,4.918075492221132,6.835361630208717,4.28028707050649
24.5,1.5,509.6968482349529,7.808985032991961,6.949247579247336,4.740083747600906
25.5,1.5,217.51648505170976,5.653117408559234,7.602203194442787,2.4290228928116093
26.5,1.5,342.87041207199627,5.173165731322468,8.241750227631119,1.4066787925512387
27.5,1.5,235.65665821435445,4.6024710218431935,9.894531175592023,2.525266694133437
28.5,1.5,661.4716904507808,5.454835650799688,8.421240467136043,4.8576696306866625
29.5,1.5,955.3694801854941,4.728199869540331,9.890334492257345,6.0460863296065686
30.5,1.5,1006.4863047640146,3.8739429673814354,7.1871555374239815,6.247057312954156
31.5,1.5,998.7475574953955,4.9886006932894444,6.574260073439234,8.196361782248609
32.5,1.5,803.9065354480847,2.3695270189082205,8.139301678698114,8.528843917633777
33.5,1.5,403.58045536948373,2.8351789813673647,6.948709414452153,8.557091629004919
34.5,1.5,162.3665007920736,2.5153466967504565,6.346868237748383,7.723812891478051
35.5,1.5,269.9054873064778,0.8714117076054153,5.234093168617665,8.181236485775031
36.5,1.5,427.3020779642033,1.8290404562942806,4.7119772606912775,6.566731858416388
37.5,1.5,33.67418817446264,2.5111320453425305,4.010960271056113,3.4794444382839513
38.5,1.5,492.68104609886495,3.2943694228095657,2.3948315710445778,2.5942134084025263
39.5,1.5,940.8027901982801,4.272189652356198,3.187782861627948,3.257500501066492
40.5,1.5,382.5958617698715,2.9387764718866634,5.499015071407975,5.778013867522924
41.5,1.5,1589.3406134992858,4.833082765591435,5.01705934154375,6.486452254459223
42.5,1.5,1534.4521524376025,3.879915804017643,4.300556595073283,6.783712240534919
43.5,1.5,1221.3407660804478,4.881580221813405,5.362138895996567,3.6004419860791606
44.5,1.5,1135.7682988589909,6.579947991334675,6.225939296566061,4.324347436457595
45.5,1.5,959.1450519796396,6.834185738826492,10.20730982464833,5.1888062262678725
46.5,1.5,466.2449670370816,6.86418739388243,9.445674839413599,3.8933084715917574
47.5,1.5,464.85521384366035,6.303836346247836,9.080137481025604,4.428250201742337
48.5,1.5,220.37663886950438,6.3048920311359105,8.304932166719496,6.013938835669281
49.5,1.5,470.98279484133764,3.7609871711546834,8.870406369978015,6.810520853156261
50.5,1.5,644.9753879506142,3.5750010697317367,8.738549753978166,6.5814162267834675
51.5,1.5,290.83592752437164,3.2425791528499914,4.2881634495380405,7.296269260842291
52.5,1.5,54.83648299534144,6.099147949970603,4.871924294554387,4.204972177106031
53.5,1.5,-0.6616537078482452,5.088093504513075,5.052828066505516,4.2502023373603075
54.5,1.5,537.2583928085678,3.4815455887513256,4.4569987281587595,4.606677859966427
55.5,1.5,146.85568581316883,4.613597514048011,5.030170136770797,5.040575336558496
56.5,1.5,56.19036408568354,4.139038516350459,5.750431460624301,2.3748037090185896
57.5,1.5,-492.5021651830277,3.6439331152578127,6.106502612109723,2.349312273737732
58.5,1.5,499.71646576834746,5.210642313077366,7.09914430746472,3.4125777336117906
59.5,1.5,802.2883761663574,6.2120709002826136,8.00867229255481,0.5610291127773523
60.5,1.5,390.0804069038814,6.870448121100942,7.101745842767411,0.7095674229520403
61.5,1.5,307.25533590240394,9.008380572046615,6.872577500850305,0.7670017722677542
62.5,1.5,387.5076651638264,9.464251566827613,5.864770938334972,3.837969860505157
63.5,1.5,580.5677125125495,7.170563172394665,4.9764702874019155,5.705538487781127
64.5,1.5,440.60292659095313,6.540194802268763,3.923550110013998,6.918737229086487
65.5,1.5,471.4159434621247,6.426846848515007,4.216417850549264,6.604068441774606
66.5,1.5,436.21585348845963,6.617344716596532,3.6897302272754464,5.498875069240976
67.5,1.5,174.2037170524142,5.4559954884036275,3.731684630193439,4.563666103478679
68.5,1.5,562.4675249756737,5.263141942073097,3.7594493292503843,4.9362441147901075
69.5,1.5,433.9278939339151,6.3604120378069045,2.7827347190988028,5.326870664543495
70.5,1.5,1070.9479990504428,3.875451046243967,3.2126512183099525,5.8502214972271
71.5,1.5,875.6202903760466,1.9425573854913551,3.448505327525847,6.765069627516346
72.5,1.5,1074.6683852390572,0.03095734412276041,2.786110358539221,6.250613687079494
73.5,1.5,1100.2052147570957,0.6961498861337541,3.0808812796459337,5.838442133867771
74.5,1.5,1589.7949888982698,0.30802366607974374,5.539141510069831,4.469211486560358
75.5,1.5,846.8257217614423,4.385421751590684,5.084861805264795,5.101804987802059
76.5,1.5,-261.7456541688367,5.29373023276241,5.385952533419738,5.481554257167014
77.5,1.5,166.3973271509089,5.903068126330226,3.528162535814444,4.600487403424273
78.5,1.5,-886.4363268940554,9.01582431538808,4.178855860834436,3.1640110706809104
79.5,1.5,-841.1976753909862,7.810615869938552,3.814781151582137,2.49921807995723
80.5,1.5,2.11573860540301,6.673701572949673,3.1822756596720283,1.527322066914698
81.5,1.5,386.00412704137693,7.043515719952248,3.644826812986175,3.8363691888306883
82.5,1.5,-163.71806936367238,4.872569190533884,3.978986978333455,3.990322107748415
83.5,1.5,-637.3945019693613,5.07905069138632,2.252021975886626,3.1236999151883165
84.5,1.5,-692.3799496421836,5.522443648288821,2.536609363552204,2.2197290956249915
85.5,1.5,-175.72587488847,5.67461362535163,4.848304333012066,4.055784016268724
86.5,1.5,-304.2056424919937,3.9910537125090606,5.8661434255669,4.637064441952862
87.5,1.5,-501.33680867015096,5.1783644248177625,4.497220581773826,2.734914883234351
88.5,1.5,536.7565514060108,2.9422775203447142,5.4939025232336185,2.7836858440555647
89.5,1.5,606.8169048301149,4.544951124764569,4.79473895740923,3.9078375480443936
90.5,1.5,161.9547066980272,5.460065675775918,6.821446996856475,3.9012190968505998
91.5,1.5,481.56060829085567,6.230523373838788,6.8146524977382175,3.0622032591601123
92.5,1.5,871.8332724906668,2.864185450851138,6.864074387939674,2.1207112423086754
93.5,1.5,-37.94997487954225,4.647917094925682,4.93082283132853,2.823620436193158
94.5,1.5,531.7255394676099,5.344400735111787,5.851182156487289,2.1591250130203674
95.5,1.5,555.7482674504447,3.6091897470270933,5.096416430681617,3.3794050565615255
96.5,1.5,824.2780241678165,4.420281612714158,4.869190776089421,3.937979774534894
97.5,1.5,398.61347854162295,3.424139384376931,6.00394242709989,2.3438338075361305
98.5,1.5,103.87145401806305,3.597783582367759,5.360678713108394,1.211975517367514
99.5,1.5,442.0493422486155,2.7635045936440976,4.609775116244211,1.778178466645591
100.5,1.5,50.398008963608845,2.676390478279661,3.2017814532534796,2.35015857937696
101.5,1.5,-186.42037177369218,4.607525274826747,4.787108581897147,1.0158034587063764
102.5,1.5,-689.9195588457872,2.8944696280434528,4.94519445555243,2.5848298208542664
103.5,1.5,-288.48442326421,1.9459350487684053,4.9772219796736765,3.157294101823692
104.5,1.5,-657.0069282622758,3.040842877854123,6.8048236226184216,2.391956964084869
105.5,1.5,129.66450516543324,1.8869481828338168,6.555977396595322,3.3597220691556364
106.5,1.5,485.28208568569687,1.988531179450912,8.16632142289065,4.569579813916285
107.5,1.5,1013.45876242991,3.769086067074693,4.937609927766159,5.400146765494504
108.5,1.5,1072.1490146157817,5.136762675859934,5.722676174272591,5.522617631557266
109.5,1.5,1078.4877609727541,6.382628678033287,6.436603451021922,6.0401370098141145
110.5,1.5,142.8899901950158,4.131714055431401,5.336333050109566,7.047611269080706
111.5,1.5,24.500749281875358,5.982081000267746,4.212838982393542,7.422572011376674
112.5,1.5,-363.8335767702755,6.689645614399626,4.375179435821049,7.487712731674026
113.5,1.5,-395.9578482653884,4.869675208821772,3.8129344357157953,6.965801008160101
114.5,1.5,-141.3599335549593,3.0373284066843684,2.537982461597214,6.325511189403132
115.5,1.5,-564.0508403724549,0.7120503663293265,2.25296352349646,5.905345195572764
116.5,1.5,-614.7004278209989,0.6189103555797155,2.364993967953024,7.0353817764053375
117.5,1.5,-168.8889441413362,0.6110113139761646,4.072498445732059,4.587943322661647
118.5,1.5,-476.96250958596727,1.9404032422332396,3.067459906759395,6.862421903238698
119.5,1.5,7.159188920458007,3.0255583422005,0.8766767708706071,7.164102474361331
120.5,1.5,-847.092172244139,3.7419299066621132,2.3779218965609163,5.802513235625701
121.5,1.5,-860.0887563360393,3.507241947196925,3.6240055080707427,5.293120918654229
122.5,1.5,-303.8243663848914,6.025582414793182,4.505661214427633,6.851084193532415
123.5,1.5,205.3601383992615,5.632264114938823,4.060182399501027,4.083135646322454
124.5,1.5,69.88916118236335,5.873025359485846,1.9404004516847717,4.206165439249386
125.5,1.5,-294.56592926905114,2.6729666558195544,2.9977923128625346,3.59267134415639
126.5,1.5,-271.7561539233749,2.873907616311059,4.423398958566928,6.2172281175786965
127.5,1.5,-36.34509323577231,3.501514698350681,4.832678360174309,6.718931430536546
128.5,1.5,536.3512848680191,2.745862578076723,3.6373158240321053,6.904552949266135
129.5,1.5,604.2828020940149,4.177683065095723,2.4696733389334584,6.220922823801029
130.5,1.5,697.5913755790943,7.669168080262017,3.35425159762751,6.340620334789083
131.5,1.5,589.6761828988872,7.716396255231418,4.020166532352829,5.983056593054014
132.5,1.5,295.3634035090384,7.857553462415996,3.0987680252619256,3.7437500047804564
133.5,1.5,237.0065108659858,5.34575459333392,3.096858463424131,4.983557579680483
134.5,1.5,153.01734177219947,5.725792449985227,0.7822685764232018,3.992483654584822
135.5,1.5,-49.89027995861329,4.994063559208174,0.7546711437111622,5.9604592502409055
136.5,1.5,-65.48444960380164,4.199580705689219,0.6238707814241851,5.7675382896588685
137.5,1.5,25.108477913772504,4.087567726443852,0.15444214418325952,5.064598790271869
138.5,1.5,44.905591471447394,3.1097097146224497,0.7880994936359773,5.878936645871578
139.5,1.5,-395.00601817722645,3.6892920755364034,0.6529033224839642,2.061524159285963
140.5,1.5,-496.76981622797246,2.1480802130582775,3.5311544494786338,2.0271409267549845
141.5,1.5,-66.68599932550524,4.134718323484678,3.5876337798092504,3.58448880341178
142.5,1.5,602.0661825653859,3.977472617652527,5.350506250727959,4.42418358482986
143.5,1.5,364.3847124387877,3.1262285545448227,5.761433189102295,4.820428567255145
144.5,1.5,-314.2941413707239,1.9989068028836465,8.809333719232484,6.076047874518134
145.5,1.5,-47.221533290611205,3.3500281949092425,10.422190161361009,8.159500186715873
146.5,1.5,611.7447688496367,1.8880426951395406,8.433335726027888,8.576010609381855
147.5,1.5,816.1735274237253,2.3666223720788095,6.840665828098817,7.454443867348136
148.5,1.5,1066.4672126369458,3.133070059053269,7.015874334791542,7.253013967250591
149.5,1.5,887.4765586477629,2.145974542721296,6.235380350739966,8.762658162648671
0.5,2.5,639.2350272934659,6.698558033288157,8.868904803538761,5.581148206346149
1.5,2.5,758.7297399740828,8.84797300387168,9.947672747177398,5.521172040428159
2.5,2.5,681.7695506733473,7.365504858332189,6.346330263636425,5.041081192975395
3.5,2.5,465.3493811118276,8.469973935645584,6.722952238066608,3.33487951342397
4.5,2.5,520.4296423234134,8.335122439249348,7.645228570000093,2.152112082148059
5.5,2.5,-75.19494217828469,7.649193025943129,6.324871881932371,1.1021322269624516
6.5,2.5,-81.43117247036258,7.015620367647825,7.294126816831131,0.6396364199697278
7.5,2.5,-420.23622725962616,5.5375787195879225,6.74559010415628,2.513026813465613
8.5,2.5,253.68953386267856,7.953578407132277,4.1175358132517195,1.8768492789771085
9.5,2.5,792.3357486884963,8.341053077535836,6.012122662700916,2.1218789126990383
10.5,2.5,389.39230986162346,5.342121752245477,7.269650821820664,3.1588667222901092
11.5,2.5,848.6676557182523,5.370607509712246,7.135304681863422,5.017515244796753
12.5,2.5,381.92288065596796,5.404962165436062,5.82287573756963,6.394717466985824
13.5,2.5,369.1849013610449,8.854205033996232,5.026417185138303,6.887656530886936
14.5,2.5,483.2611387510701,7.328753990846106,6.431903690146192,7.936108397047596
15.5,2.5,687.4248767965825,6.412718959240805,5.460216760511999,6.8387902864467875
16.5,2.5,246.37917248425393,8.174021225029456,1.8367715238595492,5.986024987909709
17.5,2.5,22.486169303733845,4.645387351654064,2.701104986127104,8.496614271371994
18.5,2.5,-245.76735671613164,3.442173067606417,2.7399310569882926,7.013098984951098
19.5,2.5,885.4798680199349,6.13071978328245,3.016906552137443,5.942558545251851
20.5,2.5,946.5817673165501,6.052849539242105,2.58264102959683,7.44586776037221
21.5,2.5,870.1361359595064,5.441972598229482,5.648427885313919,7.854748221958124
22.5,2.5,978.7714177424034,5.353104860535859,7.097488164789243,5.720550565186944
23.5,2.5,30.307404565432535,4.660371913020342,7.076682903535906,4.172801536794
24.5,2.5,21.521615568176856,5.460974148267218,6.824049354899483,4.640143575322728
25.5,2.5,242.77848260990925,5.0016532081373635,8.407909448621682,3.456232198435572
26.5,2.5,460.9115871397831,5.639672760406838,8.688352763890848,3.2577947031283676
27.5,2.5,676.0147530953866,3.872318932965701,8.804513967675131,2.158654821740023
28.5,2.5,420.61490216602095,5.225727931953745,8.325714859646796,4.4897618784102304
29.5,2.5,648.2183324113242,5.244871998787413,7.537682910393997,7.085454399401804
30.5,2.5,834.3089533455634,3.590805304600013,6.460883723931141,7.439578453109311
31.5,2.5,989.5780875539243,5.341827005485808,6.963001575630269,7.294516627788622
32.5,2.5,978.9473607603185,2.9232302801462398,7.459850372945887,7.336151812540046
33.5,2.5,268.5271519022458,1.1924101032646126,8.123163389687706,7.299916093673167
34.5,2.5,-381.7213815079533,3.2709812777113765,7.031029482938671,7.765306266522707
35.5,2.5,-628.4287771129361,1.6622597036556273,5.529169641257964,6.986955862737924
36.5,2.5,-32.54938804123702,2.8874645610954737,6.000756600756448,7.53388171778954
37.5,2.5,638.9133259360291,3.7519771061044356,4.70323896444779,4.334148883333471
38.5,2.5,1014.9634382509615,2.4042938462176533,4.017814742368808,4.19532135270946
