date,count,package
2015-01-02,514,dplyr
2015-01-03,366,dplyr
2015-01-04,392,dplyr
2015-01-05,854,dplyr
2015-01-06,965,dplyr
2015-01-07,949,dplyr
2015-01-08,1072,dplyr
2015-01-09,1332,dplyr
2015-01-10,999,dplyr
2015-01-11,887,dplyr
2015-01-12,1743,dplyr
2015-01-13,1632,dplyr
2015-01-14,1776,dplyr
2015-01-15,1818,dplyr
2015-01-16,1836,dplyr
2015-01-17,982,dplyr
2015-01-18,950,dplyr
2015-01-19,1411,dplyr
2015-01-20,2089,dplyr
2015-01-21,1724,dplyr
2015-01-22,1833,dplyr
2015-01-23,1698,dplyr
2015-01-24,957,dplyr
2015-01-25,1094,dplyr
2015-01-26,1613,dplyr
2015-01-27,1523,dplyr
2015-01-28,1936,dplyr
2015-01-29,1989,dplyr
2015-01-30,2219,dplyr
2015-01-31,1224,dplyr
2015-02-01,1195,dplyr
2015-02-02,1898,dplyr
2015-02-03,2014,dplyr
2015-02-04,2170,dplyr
2015-02-05,1898,dplyr
2015-02-06,1971,dplyr
2015-02-07,1099,dplyr
2015-02-08,1139,dplyr
2015-02-09,1820,dplyr
2015-02-10,2025,dplyr
2015-02-11,1997,dplyr
2015-02-12,1999,dplyr
2015-02-13,1861,dplyr
2015-02-14,1119,dplyr
2015-02-15,1112,dplyr
2015-02-16,1830,dplyr
2015-02-17,2092,dplyr
2015-02-18,2251,dplyr
2015-02-19,2134,dplyr
2015-02-20,2017,dplyr
2015-02-21,1267,dplyr
2015-02-22,1447,dplyr
2015-02-23,1836,dplyr
2015-02-24,1812,dplyr
2015-02-25,1874,dplyr
2015-02-26,1855,dplyr
2015-02-27,1699,dplyr
2015-02-28,948,dplyr
2015-03-01,1065,dplyr
2015-03-02,1851,dplyr
2015-03-03,2125,dplyr
2015-03-04,2025,dplyr
2015-03-05,1997,dplyr
2015-03-06,1841,dplyr
2015-03-07,1240,dplyr
2015-03-08,1304,dplyr
2015-03-09,2117,dplyr
2015-03-10,2100,dplyr
2015-03-11,1948,dplyr
2015-03-12,1811,dplyr
2015-03-13,1796,dplyr
2015-03-14,1102,dplyr
2015-03-15,1155,dplyr
2015-03-16,2143,dplyr
2015-03-17,1920,dplyr
2015-03-18,1803,dplyr
2015-03-19,1766,dplyr
2015-03-20,1595,dplyr
2015-03-21,1064,dplyr
2015-03-22,1198,dplyr
2015-03-23,1835,dplyr
2015-03-24,1738,dplyr
2015-03-25,1652,dplyr
2015-03-26,1713,dplyr
2015-03-27,1512,dplyr
2015-03-28,905,dplyr
2015-03-29,954,dplyr
2015-03-30,1606,dplyr
2015-03-31,1649,dplyr
2015-04-01,1699,dplyr
2015-04-02,1830,dplyr
2015-04-03,1416,dplyr
2015-04-04,835,dplyr
2015-04-05,831,dplyr
2015-04-06,1478,dplyr
2015-04-07,1912,dplyr
2015-04-08,2144,dplyr
2015-04-09,2132,dplyr
2015-04-10,1591,dplyr
2015-04-11,1015,dplyr
2015-04-12,1098,dplyr
2015-04-13,1758,dplyr
2015-04-14,1950,dplyr
2015-04-15,1939,dplyr
2015-04-16,1775,dplyr
2015-04-17,1898,dplyr
2015-04-18,1556,dplyr
2015-04-19,1659,dplyr
2015-04-20,2747,dplyr
2015-04-21,2557,dplyr
2015-04-22,2782,dplyr
2015-04-23,2605,dplyr
2015-04-24,2528,dplyr
2015-04-25,1640,dplyr
2015-04-26,1561,dplyr
2015-04-27,2201,dplyr
2015-04-28,2259,dplyr
2015-04-29,2379,dplyr
2015-04-30,2297,dplyr
2015-05-01,1878,dplyr
2015-05-02,1017,dplyr
2015-05-03,1615,dplyr
2015-05-04,2264,dplyr
2015-05-05,2397,dplyr
2015-05-06,2413,dplyr
2015-05-07,2371,dplyr
2015-05-08,1997,dplyr
2015-05-09,1111,dplyr
2015-05-10,1076,dplyr
2015-05-11,2049,dplyr
2015-05-12,2150,dplyr
2015-05-13,2521,dplyr
2015-05-14,2106,dplyr
2015-05-15,2063,dplyr
2015-05-16,1156,dplyr
2015-05-17,1093,dplyr
2015-05-18,1903,dplyr
2015-05-19,2072,dplyr
2015-05-20,2295,dplyr
2015-05-21,2379,dplyr
2015-05-22,2004,dplyr
2015-05-23,1185,dplyr
2015-05-24,1152,dplyr
2015-05-25,1152,dplyr
2015-05-26,2041,dplyr
2015-05-27,2056,dplyr
2015-05-28,2209,dplyr
2015-05-29,1977,dplyr
2015-05-30,1670,dplyr
2015-05-31,1770,dplyr
2015-06-01,2373,dplyr
2015-06-02,2490,dplyr
2015-06-03,2619,dplyr
2015-06-04,2349,dplyr
2015-06-05,2481,dplyr
2015-06-06,1623,dplyr
2015-06-07,1549,dplyr
2015-06-08,2539,dplyr
2015-06-09,2665,dplyr
2015-06-10,2636,dplyr
2015-06-11,2537,dplyr
2015-06-12,2391,dplyr
2015-06-13,1416,dplyr
2015-06-14,1735,dplyr
2015-06-15,2686,dplyr
2015-06-16,3378,dplyr
2015-06-17,2850,dplyr
2015-06-18,2534,dplyr
2015-06-19,2835,dplyr
2015-06-20,1390,dplyr
2015-06-21,1587,dplyr
2015-06-22,2463,dplyr
2015-06-23,2559,dplyr
2015-06-24,2304,dplyr
2015-06-25,2438,dplyr
2015-06-26,2040,dplyr
2015-06-27,986,dplyr
2015-06-28,1019,dplyr
2015-06-29,1971,dplyr
2015-06-30,2294,dplyr
2015-07-01,2027,dplyr
2015-07-02,2073,dplyr
2015-07-03,1449,dplyr
2015-07-04,914,dplyr
2015-07-05,813,dplyr
2015-07-06,2206,dplyr
2015-07-07,2377,dplyr
2015-07-08,2048,dplyr
2015-07-09,1931,dplyr
2015-07-10,2043,dplyr
2015-07-11,905,dplyr
2015-07-12,983,dplyr
2015-07-13,2222,dplyr
2015-07-14,2099,dplyr
2015-07-15,1973,dplyr
2015-07-16,1880,dplyr
2015-07-17,1730,dplyr
2015-07-18,995,dplyr
2015-07-19,1058,dplyr
2015-07-20,2107,dplyr
2015-07-21,2137,dplyr
2015-07-22,1904,dplyr
2015-07-23,1931,dplyr
2015-07-24,1814,dplyr
2015-07-25,1068,dplyr
2015-07-26,1201,dplyr
2015-07-27,1928,dplyr
2015-07-28,1925,dplyr
2015-07-29,2019,dplyr
2015-07-30,1688,dplyr
2015-07-31,1670,dplyr
2015-08-01,861,dplyr
2015-08-02,757,dplyr
2015-08-03,1651,dplyr
2015-08-04,2181,dplyr
2015-08-05,1815,dplyr
2015-08-06,1759,dplyr
2015-08-07,1626,dplyr
2015-08-08,786,dplyr
2015-08-09,861,dplyr
2015-08-10,1540,dplyr
2015-08-11,1610,dplyr
2015-08-12,1728,dplyr
2015-08-13,1807,dplyr
2015-08-14,1542,dplyr
2015-08-15,846,dplyr
2015-08-16,968,dplyr
2015-08-17,1928,dplyr
2015-08-18,2102,dplyr
2015-08-19,2349,dplyr
2015-08-20,2161,dplyr
2015-08-21,1793,dplyr
2015-08-22,972,dplyr
2015-08-23,0,dplyr
2015-08-24,2613,dplyr
2015-08-25,9109,dplyr
2015-08-26,5610,dplyr
2015-08-27,2486,dplyr
2015-08-28,2031,dplyr
2015-08-29,1297,dplyr
2015-08-30,1409,dplyr
2015-08-31,2605,dplyr
2015-09-01,4038,dplyr
2015-09-02,4647,dplyr
2015-09-03,3691,dplyr
2015-09-04,4194,dplyr
2015-09-05,1791,dplyr
2015-09-06,2364,dplyr
2015-09-07,0,dplyr
2015-09-08,4013,dplyr
2015-09-09,0,dplyr
2015-09-10,4124,dplyr
2015-09-11,3360,dplyr
2015-09-12,2038,dplyr
2015-09-13,1669,dplyr
2015-09-14,4288,dplyr
2015-09-15,3946,dplyr
2015-09-16,3416,dplyr
2015-09-17,3183,dplyr
2015-09-18,3514,dplyr
2015-09-19,1517,dplyr
2015-09-20,1839,dplyr
2015-09-21,3436,dplyr
2015-09-22,3874,dplyr
2015-09-23,3142,dplyr
2015-09-24,3286,dplyr
2015-09-25,3578,dplyr
2015-09-26,1605,dplyr
2015-09-27,1476,dplyr
2015-09-28,2760,dplyr
2015-09-29,3838,dplyr
2015-09-30,3141,dplyr
2015-10-01,2868,dplyr
2015-10-02,3221,dplyr
2015-10-03,1562,dplyr
2015-10-04,1826,dplyr
2015-10-05,3366,dplyr
2015-10-06,3486,dplyr
2015-10-07,3965,dplyr
2015-10-08,3599,dplyr
2015-10-09,2937,dplyr
2015-10-10,1701,dplyr
2015-10-11,2599,dplyr
2015-10-12,3832,dplyr
2015-10-13,3758,dplyr
2015-10-14,3785,dplyr
2015-10-15,3121,dplyr
2015-10-16,4123,dplyr
2015-10-17,1765,dplyr
2015-10-18,0,dplyr
2015-10-19,3510,dplyr
2015-10-20,3769,dplyr
2015-10-21,3359,dplyr
2015-10-22,3194,dplyr
2015-10-23,3178,dplyr
2015-10-24,1927,dplyr
2015-10-25,2209,dplyr
2015-10-26,0,dplyr
2015-10-27,3579,dplyr
2015-10-28,3146,dplyr
2015-10-29,3320,dplyr
2015-10-30,3294,dplyr
2015-10-31,0,dplyr
2015-11-01,0,dplyr
2015-11-02,4307,dplyr
2015-11-03,3796,dplyr
2015-11-04,3198,dplyr
2015-11-05,3282,dplyr
2015-11-06,2760,dplyr
2015-11-07,2369,dplyr
2015-11-08,1543,dplyr
2015-11-09,3655,dplyr
2015-11-10,3325,dplyr
2015-11-11,3316,dplyr
2015-11-12,2785,dplyr
2015-11-13,3053,dplyr
2015-11-14,2005,dplyr
2015-11-15,0,dplyr
2015-11-16,3280,dplyr
2015-11-17,3720,dplyr
2015-11-18,3826,dplyr
2015-11-19,4026,dplyr
2015-11-20,3171,dplyr
2015-11-21,2377,dplyr
2015-11-22,2060,dplyr
2015-11-23,3766,dplyr
2015-11-24,4243,dplyr
2015-11-25,4354,dplyr
2015-11-26,4782,dplyr
2015-11-27,1968,dplyr
2015-11-28,1411,dplyr
2015-11-29,2643,dplyr
2015-11-30,3745,dplyr
2015-12-01,4131,dplyr
2015-12-02,3574,dplyr
2015-12-03,3406,dplyr
2015-12-04,3099,dplyr
2015-12-05,1985,dplyr
2015-12-06,1789,dplyr
2015-12-07,3336,dplyr
2015-12-08,3697,dplyr
2015-12-09,3362,dplyr
2015-12-10,4103,dplyr
2015-12-11,5124,dplyr
2015-12-12,2033,dplyr
2015-12-13,1906,dplyr
2015-12-14,3415,dplyr
2015-12-15,3276,dplyr
2015-12-16,3237,dplyr
2015-12-17,3124,dplyr
2015-12-18,2486,dplyr
2015-12-19,1470,dplyr
2015-12-20,1499,dplyr
2015-12-21,2724,dplyr
2015-12-22,2794,dplyr
2015-12-23,3250,dplyr
2015-12-24,1847,dplyr
2015-12-25,933,dplyr
2015-12-26,1628,dplyr
2015-12-27,1540,dplyr
2015-12-28,2196,dplyr
2015-12-29,2068,dplyr
2015-12-30,2047,dplyr
2015-12-31,1274,dplyr
2016-01-01,1429,dplyr
2016-01-02,1219,dplyr
2016-01-03,1039,dplyr
2016-01-04,2902,dplyr
2016-01-05,3070,dplyr
2016-01-06,3353,dplyr
2016-01-07,3515,dplyr
2016-01-08,3030,dplyr
2016-01-09,2083,dplyr
2016-01-10,1949,dplyr
2016-01-11,3411,dplyr
2016-01-12,3996,dplyr
2016-01-13,3285,dplyr
2016-01-14,3265,dplyr
2016-01-15,3194,dplyr
2016-01-16,2773,dplyr
2016-01-17,1870,dplyr
2016-01-18,3508,dplyr
2016-01-19,3874,dplyr
2016-01-20,4718,dplyr
2016-01-21,4155,dplyr
2016-01-22,3499,dplyr
2016-01-23,2028,dplyr
2016-01-24,2123,dplyr
2016-01-25,3472,dplyr
2016-01-26,3899,dplyr
2016-01-27,5199,dplyr
2016-01-28,4545,dplyr
2016-01-29,4326,dplyr
2016-01-30,1820,dplyr
2016-01-31,2084,dplyr
2016-02-01,3874,dplyr
2016-02-02,4164,dplyr
2016-02-03,0,dplyr
2016-02-04,4133,dplyr
2016-02-05,3911,dplyr
2016-02-06,2020,dplyr
2016-02-07,1771,dplyr
2016-02-08,3786,dplyr
2016-02-09,3985,dplyr
2016-02-10,3871,dplyr
2016-02-11,3916,dplyr
2016-02-12,3656,dplyr
2016-02-13,2007,dplyr
2016-02-14,2025,dplyr
2016-02-15,3822,dplyr
2016-02-16,4196,dplyr
2016-02-17,4645,dplyr
2016-02-18,3907,dplyr
2016-02-19,3576,dplyr
2016-02-20,2229,dplyr
2016-02-21,2142,dplyr
2016-02-22,3771,dplyr
2016-02-23,4205,dplyr
2016-02-24,3592,dplyr
2016-02-25,3574,dplyr
2016-02-26,3026,dplyr
2016-02-27,1589,dplyr
2016-02-28,1715,dplyr
2016-02-29,3372,dplyr
2016-03-01,3912,dplyr
2016-03-02,3804,dplyr
2016-03-03,3921,dplyr
2016-03-04,3534,dplyr
2016-03-05,1634,dplyr
2016-03-06,1726,dplyr
2016-03-07,3353,dplyr
2016-03-08,3753,dplyr
2016-03-09,3648,dplyr
2016-03-10,3407,dplyr
2016-03-11,3300,dplyr
2016-03-12,1755,dplyr
2016-03-13,1820,dplyr
2016-03-14,3530,dplyr
2016-03-15,3782,dplyr
2016-03-16,3807,dplyr
2016-03-17,3561,dplyr
2016-03-18,3265,dplyr
2016-03-19,1688,dplyr
2016-03-20,1752,dplyr
2016-03-21,3661,dplyr
2016-03-22,3565,dplyr
2016-03-23,3496,dplyr
2016-03-24,3417,dplyr
2016-03-25,2624,dplyr
2016-03-26,1439,dplyr
2016-03-27,1463,dplyr
2016-03-28,3070,dplyr
2016-03-29,3687,dplyr
2016-03-30,3922,dplyr
2016-03-31,3727,dplyr
2016-04-01,3706,dplyr
2016-04-02,1835,dplyr
2016-04-03,1913,dplyr
2016-04-04,3696,dplyr
2016-04-05,3795,dplyr
2016-04-06,4187,dplyr
2016-04-07,3920,dplyr
2016-04-08,3381,dplyr
2016-04-09,1855,dplyr
2016-04-10,1957,dplyr
2016-04-11,3939,dplyr
2016-04-12,4303,dplyr
2016-04-13,3857,dplyr
2016-04-14,3766,dplyr
2016-04-15,3289,dplyr
2016-04-16,1703,dplyr
2016-04-17,1893,dplyr
2016-04-18,3568,dplyr
2016-04-19,3894,dplyr
2016-04-20,3895,dplyr
2016-04-21,3782,dplyr
2016-04-22,3443,dplyr
2016-04-23,1819,dplyr
2016-04-24,1811,dplyr
2016-04-25,3641,dplyr
2016-04-26,4047,dplyr
2016-04-27,3696,dplyr
2016-04-28,3768,dplyr
2016-04-29,3175,dplyr
2016-04-30,1879,dplyr
2016-05-01,1903,dplyr
2016-05-02,3673,dplyr
2016-05-03,4044,dplyr
2016-05-04,4403,dplyr
2016-05-05,4128,dplyr
2016-05-06,3866,dplyr
2016-05-07,2092,dplyr
2016-05-08,2075,dplyr
2016-05-09,4651,dplyr
2016-05-10,5049,dplyr
2016-05-11,4742,dplyr
2016-05-12,4839,dplyr
2016-05-13,4437,dplyr
2016-05-14,2253,dplyr
2016-05-15,2581,dplyr
2016-05-16,4383,dplyr
2016-05-17,4966,dplyr
2016-05-18,4908,dplyr
2016-05-19,5030,dplyr
2016-05-20,4362,dplyr
2016-05-21,2191,dplyr
2016-05-22,2234,dplyr
2016-05-23,4597,dplyr
2016-05-24,5020,dplyr
2016-05-25,4718,dplyr
2016-05-26,4681,dplyr
2016-05-27,4183,dplyr
2016-05-28,2265,dplyr
2016-05-29,2275,dplyr
2016-05-30,3939,dplyr
2016-05-31,4552,dplyr
2016-06-01,4714,dplyr
2016-06-02,0,dplyr
2016-06-03,4154,dplyr
2016-06-04,2095,dplyr
2016-06-05,2190,dplyr
2016-06-06,4419,dplyr
2016-06-07,4681,dplyr
2016-06-08,5048,dplyr
2016-06-09,4594,dplyr
2016-06-10,4218,dplyr
2016-06-11,2104,dplyr
2016-06-12,0,dplyr
2016-06-13,4809,dplyr
2016-06-14,4734,dplyr
2016-06-15,4585,dplyr
2016-06-16,4659,dplyr
2016-06-17,4065,dplyr
2016-06-18,1876,dplyr
2016-06-19,1935,dplyr
2016-06-20,4369,dplyr
2016-06-21,4962,dplyr
2016-06-22,5057,dplyr
2016-06-23,4943,dplyr
2016-06-24,5527,dplyr
2016-06-25,3790,dplyr
2016-06-26,3521,dplyr
2016-06-27,8020,dplyr
2016-06-28,7470,dplyr
2016-06-29,7311,dplyr
2016-06-30,6445,dplyr
2016-07-01,5353,dplyr
2016-07-02,2603,dplyr
2016-07-03,2605,dplyr
2016-07-04,5146,dplyr
2016-07-05,6622,dplyr
2016-07-06,5891,dplyr
2016-07-07,6111,dplyr
2016-07-08,5323,dplyr
2016-07-09,2809,dplyr
2016-07-10,2851,dplyr
2016-07-11,6103,dplyr
2016-07-12,0,dplyr
2016-07-13,5982,dplyr
2016-07-14,5519,dplyr
2016-07-15,4905,dplyr
2016-07-16,2240,dplyr
2016-07-17,2197,dplyr
2016-07-18,5532,dplyr
2016-07-19,5945,dplyr
2016-07-20,5821,dplyr
2016-07-21,5352,dplyr
2016-07-22,4859,dplyr
2016-07-23,2553,dplyr
2016-07-24,0,dplyr
2016-07-25,5497,dplyr
2016-07-26,5669,dplyr
2016-07-27,5380,dplyr
2016-07-28,5873,dplyr
2016-07-29,4833,dplyr
2016-07-30,2586,dplyr
2016-07-31,2360,dplyr
2016-08-01,5189,dplyr
2016-08-02,5739,dplyr
2016-08-03,5305,dplyr
2016-08-04,0,dplyr
2016-08-05,4840,dplyr
2016-08-06,2328,dplyr
2016-08-07,2335,dplyr
2016-08-08,4958,dplyr
2016-08-09,5288,dplyr
2016-08-10,5063,dplyr
2016-08-11,0,dplyr
2016-08-12,4551,dplyr
2016-08-13,0,dplyr
2016-08-14,0,dplyr
2016-08-15,4708,dplyr
